game_year,game_date,game_pk,at_bat_number,pitch_number,batter,player_name,p_throws,stand,pitch_type,pitch_name,zone,plate_x,plate_z,sz_top,sz_bot,hc_x,hc_y,type,events,description,des,bb_type,launch_speed,launch_angle,launch_speed_angle,hit_distance_sc,home_team,away_team,inning,inning_topbot,game_type,bat_score,post_bat_score,balls,strikes,Season,wBB,wHBP,w1B,w2B,w3B,wHR,loc_x,loc_y,hit_direction,ooz,sort_rank,pitch_uid
2023,2023-09-24,716454,20,6,607208,"Turner, Trea",R,R,CH,Changeup,9.0,0.43,1.94,3.43,1.68,108.8,40.49,X,field_out,hit_into_play,Trea Turner flies out sharply to center fielder Jeff McNeil.,fly_ball,103.8,28.0,6.0,393.0,PHI,NYM,3,Bot,R,0,0,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-41.478052020000014,393.76697038000003,Straightaway,False,1,716454-20-6
2023,2023-09-24,716454,53,4,607208,"Turner, Trea",L,R,CH,Changeup,8.0,-0.03,1.78,3.43,1.68,100.12,164.93,X,grounded_into_double_play,hit_into_play,"Trea Turner grounds into a double play, third baseman Brett Baty to second baseman Ronny Mauricio to first baseman Mark Vientos.   Kyle Schwarber out at 2nd.    Trea Turner out at 1st.",ground_ball,95.4,6.0,4.0,101.0,PHI,NYM,7,Bot,R,5,5,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-63.140476299999996,83.20567114000002,Pull,False,0,716454-53-4
2023,2023-09-24,716454,5,7,607208,"Turner, Trea",R,R,SL,Slider,4.0,-0.4,2.39,3.43,1.68,140.56,84.92,X,field_out,hit_into_play,Trea Turner flies out to center fielder Jeff McNeil.,fly_ball,82.6,39.0,3.0,287.0,PHI,NYM,1,Bot,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,37.78445894000001,282.88430785,Straightaway,False,1,716454-5-7
2023,2023-09-24,716454,36,7,607208,"Turner, Trea",R,R,SI,Sinker,4.0,-0.55,2.57,3.43,1.68,39.27,118.17,X,double,hit_into_play,Trea Turner doubles (33) on a sharp line drive to left fielder Tim Locastro.,line_drive,107.3,13.0,5.0,234.0,PHI,NYM,5,Bot,R,4,4,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-215.00205665000004,199.90324710000004,Pull,False,0,716454-36-7
2023,2023-09-23,716466,40,1,607208,"Turner, Trea",L,R,CH,Changeup,14.0,0.4,1.16,3.43,1.69,129.06,221.05,X,fielders_choice,hit_into_play,"Trea Turner reaches on a fielder's choice, fielded by shortstop Francisco Lindor.   Johan Rojas scores.    Kyle Schwarber to 3rd.",ground_ball,74.0,-17.0,2.0,4.0,PHI,NYM,5,Bot,R,3,4,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,9.084242440000002,-56.85138538000001,Pull,True,0,716466-40-1
2023,2023-09-23,716466,6,1,607208,"Turner, Trea",L,R,SI,Sinker,5.0,0.04,2.76,3.43,1.69,105.77,74.09,X,field_out,hit_into_play,Trea Turner flies out to center fielder Brandon Nimmo.,fly_ball,94.6,32.0,3.0,314.0,PHI,NYM,1,Bot,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-49.03993515000002,309.91242478000004,Straightaway,False,1,716466-6-1
2023,2023-09-23,716466,59,5,607208,"Turner, Trea",R,R,SL,Slider,14.0,0.83,2.12,3.43,1.69,147.43,143.05,X,field_out,hit_into_play,Trea Turner lines out to second baseman Ronny Mauricio.,line_drive,72.6,14.0,4.0,154.0,PHI,NYM,7,Bot,R,6,6,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,54.92971871000002,137.81095262,Oppo,True,2,716466-59-5
2023,2023-09-22,716481,43,6,607208,"Turner, Trea",R,R,CH,Changeup,9.0,0.46,1.96,3.39,1.67,144.28,146.33,X,field_out,hit_into_play,"Trea Turner grounds out, second baseman Ronny Mauricio to first baseman Mark Vientos.",ground_ball,71.4,3.0,2.0,55.0,PHI,NYM,6,Bot,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,47.06835506,129.62515174,Oppo,False,2,716481-43-6
2023,2023-09-22,716481,23,4,607208,"Turner, Trea",R,R,CH,Changeup,5.0,-0.18,2.54,3.39,1.67,163.87,74.27,X,field_out,hit_into_play,Trea Turner flies out to center fielder Brandon Nimmo.,fly_ball,91.9,35.0,3.0,323.0,PHI,NYM,3,Bot,R,0,0,2,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,95.95854995000002,309.4632040000001,Oppo,False,2,716481-23-4
2023,2023-09-22,716481,55,4,607208,"Turner, Trea",R,R,SL,Slider,14.0,1.13,2.18,3.39,1.67,112.28,169.24,X,force_out,hit_into_play,"Trea Turner grounds into a force out, third baseman Brett Baty to second baseman Ronny Mauricio.   Kyle Schwarber out at 2nd.    Trea Turner to 1st.",ground_ball,65.7,-46.0,2.0,2.0,PHI,NYM,7,Bot,R,4,4,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-32.793116940000004,72.44932913000001,Pull,True,0,716481-55-4
2023,2023-09-22,716481,73,2,607208,"Turner, Trea",L,R,CH,Changeup,9.0,0.67,2.14,3.39,1.67,110.25,161.6,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Brett Baty to first baseman Mark Vientos.",ground_ball,68.9,-6.0,2.0,17.0,PHI,NYM,9,Bot,R,4,4,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-37.85932907000001,91.51625557000004,Pull,False,0,716481-73-2
2023,2023-09-21,716490,25,5,607208,"Turner, Trea",L,R,SI,Sinker,7.0,-0.28,2.04,3.39,1.68,99.61,164.86,X,field_out,hit_into_play,"Trea Turner grounds out sharply, third baseman Brett Baty to first baseman Pete Alonso.",ground_ball,110.8,6.0,4.0,112.0,PHI,NYM,3,Bot,R,2,2,3,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-64.41326851000001,83.38036810999999,Pull,False,0,716490-25-5
2023,2023-09-21,716490,55,5,607208,"Turner, Trea",R,R,SI,Sinker,11.0,-1.02,2.83,3.39,1.68,143.66,168.29,X,field_out,hit_into_play,"Trea Turner grounds out, first baseman Pete Alonso to pitcher Grant Hartwig.",ground_ball,60.2,-31.0,2.0,5.0,PHI,NYM,6,Bot,R,5,5,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,45.52103903999999,74.82021658000005,Oppo,True,2,716490-55-5
2023,2023-09-20,716509,17,3,607208,"Turner, Trea",R,R,CH,Changeup,4.0,-0.29,2.56,3.38,1.68,92.76,162.42,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Austin Riley to first baseman Matt Olson.",ground_ball,97.5,-3.0,2.0,33.0,ATL,PHI,3,Top,R,2,2,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-81.50861486,89.46980535000006,Pull,False,0,716509-17-3
2023,2023-09-20,716509,53,4,607208,"Turner, Trea",L,R,SI,Sinker,9.0,0.51,2.19,3.38,1.68,101.9,166.94,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Austin Riley to first baseman Matt Olson.",ground_ball,88.3,-15.0,2.0,8.0,ATL,PHI,7,Top,R,4,4,2,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-58.698181919999996,78.18937243000003,Pull,False,0,716509-53-4
2023,2023-09-20,716509,74,1,607208,"Turner, Trea",L,R,CH,Changeup,14.0,0.65,1.53,3.38,1.68,108.16,172.87,X,grounded_into_double_play,hit_into_play,"Trea Turner grounds into a double play, third baseman Austin Riley to first baseman Matt Olson.   Garrett Stubbs out at 3rd.    Kyle Schwarber to 2nd.    Trea Turner out at 1st.",ground_ball,81.3,-25.0,2.0,3.0,ATL,PHI,10,Top,R,4,4,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-43.075281460000014,63.39004340000002,Pull,True,0,716509-74-1
2023,2023-09-20,716509,35,2,607208,"Turner, Trea",R,R,FC,Cutter,6.0,0.67,2.33,3.38,1.68,158.62,140.7,X,field_out,hit_into_play,Trea Turner pops out to second baseman Ozzie Albies.,popup,72.2,57.0,3.0,169.0,ATL,PHI,5,Top,R,4,4,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,82.85627720000001,143.67577947000007,Oppo,False,2,716509-35-2
2023,2023-09-19,716521,47,4,607208,"Turner, Trea",R,R,SL,Slider,6.0,0.65,2.6,3.38,1.68,105.82,166.22,X,force_out,hit_into_play,"Trea Turner grounds into a force out, third baseman Austin Riley to second baseman Ozzie Albies.   Johan Rojas to 3rd.    Kyle Schwarber out at 2nd.    Trea Turner to 1st.",ground_ball,83.4,-41.0,2.0,3.0,ATL,PHI,6,Top,R,0,0,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-48.91515160000002,79.98625555000004,Pull,False,0,716521-47-4
2023,2023-09-19,716521,24,3,607208,"Turner, Trea",R,R,SL,Slider,5.0,-0.05,2.63,3.38,1.68,109.45,148.04,X,field_out,hit_into_play,"Trea Turner grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",ground_ball,85.6,2.0,2.0,57.0,ATL,PHI,4,Top,R,0,0,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-39.85586587,125.35755433000006,Pull,False,0,716521-24-3
2023,2023-09-18,716532,34,2,607208,"Turner, Trea",R,R,SI,Sinker,9.0,0.6,1.95,3.38,1.68,117.51,195.54,X,single,hit_into_play,Trea Turner singles on a ground ball to third baseman Austin Riley.,ground_ball,62.9,-63.0,2.0,1.0,ATL,PHI,5,Top,R,4,4,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-19.740757609999992,6.813181830000046,Pull,False,0,716532-34-2
2023,2023-09-18,716532,18,7,607208,"Turner, Trea",R,R,KC,Knuckle Curve,8.0,0.17,1.92,3.38,1.68,123.07,197.62,X,field_out,hit_into_play,"Trea Turner grounds out softly, catcher Sean Murphy to first baseman Matt Olson.",ground_ball,58.4,-87.0,1.0,0.0,ATL,PHI,3,Top,R,2,2,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-5.864826850000021,1.6221861500000143,Pull,False,0,716532-18-7
2023,2023-09-18,716532,46,2,607208,"Turner, Trea",R,R,SL,Slider,4.0,-0.57,2.44,3.38,1.68,124.9,182.12,X,field_out,hit_into_play,Trea Turner pops out to third baseman Austin Riley.,popup,66.4,74.0,3.0,57.0,ATL,PHI,6,Top,R,7,7,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-1.29774891999999,40.305086650000014,Straightaway,False,1,716532-46-2
2023,2023-09-18,716532,2,1,607208,"Turner, Trea",R,R,SI,Sinker,4.0,-0.39,2.31,3.38,1.68,107.33,99.1,X,single,hit_into_play,Trea Turner singles on a ground ball to center fielder Michael Harris II.   Kyle Schwarber to 2nd.,ground_ball,106.1,-4.0,2.0,26.0,ATL,PHI,1,Top,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-45.146688390000016,247.49569307000007,Straightaway,False,1,716532-2-1
2023,2023-09-17,716541,38,3,607208,"Turner, Trea",R,R,SL,Slider,4.0,-0.35,2.8,3.37,1.68,149.77,78.14,X,field_out,hit_into_play,Trea Turner lines out to center fielder Lars Nootbaar.,line_drive,98.3,20.0,4.0,307.0,STL,PHI,5,Top,R,3,3,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,60.76958885000003,299.80495723000007,Straightaway,False,1,716541-38-3
2023,2023-09-17,716541,68,4,607208,"Turner, Trea",L,R,CH,Changeup,8.0,-0.26,1.63,3.37,1.68,111.67,168.7,X,field_out,hit_into_play,"Trea Turner grounds out, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",ground_ball,76.3,-7.0,2.0,13.0,STL,PHI,8,Top,R,5,5,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-34.31547625,73.79699147000007,Pull,False,0,716541-68-4
2023,2023-09-17,716541,2,2,607208,"Turner, Trea",R,R,CU,Curveball,14.0,0.05,1.19,3.37,1.68,124.86,191.69,X,single,hit_into_play,Trea Turner singles on a soft ground ball to pitcher Dakota Hudson.,ground_ball,35.4,-57.0,1.0,1.0,STL,PHI,1,Top,R,0,0,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-1.3975757600000058,16.421515180000032,Straightaway,True,1,716541-2-2
2023,2023-09-17,716541,56,1,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,9.0,0.58,1.8,3.37,1.68,117.81,192.87,X,single,hit_into_play,Trea Turner singles on a soft ground ball to pitcher Giovanny Gallegos.   Edmundo Sosa to 2nd.,ground_ball,57.1,-62.0,1.0,1.0,STL,PHI,7,Top,R,3,3,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-18.99205631,13.476623400000015,Pull,False,0,716541-56-1
2023,2023-09-16,716557,39,3,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,11.0,-0.91,2.97,3.4,1.68,168.05,133.38,X,field_out,hit_into_play,Trea Turner pops out to second baseman Juniel Querecuto.,popup,77.3,55.0,3.0,197.0,STL,PHI,5,Top,R,5,5,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,106.39045473000003,161.94409119000005,Oppo,True,2,716557-39-3
2023,2023-09-16,716557,19,3,607208,"Turner, Trea",R,R,SL,Slider,5.0,0.2,2.45,3.4,1.68,94.94,82.0,X,field_out,hit_into_play,Trea Turner flies out to left fielder Tyler O'Neill.,fly_ball,82.2,32.0,3.0,300.0,STL,PHI,3,Top,R,2,2,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-76.06805208000002,290.17166717000003,Pull,False,0,716557-19-3
2023,2023-09-16,716557,2,5,607208,"Turner, Trea",R,R,CU,Curveball,5.0,-0.1,2.74,3.4,1.68,45.68,119.36,X,double,hit_into_play,Trea Turner doubles (32) on a ground ball to left fielder Tyler O'Neill.,ground_ball,92.0,-1.0,2.0,40.0,STL,PHI,1,Top,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-199.00480554000004,196.93339861000004,Pull,False,0,716557-2-5
2023,2023-09-16,716557,55,1,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,9.0,0.45,1.8,3.4,1.68,142.13,147.85,X,field_out,hit_into_play,"Trea Turner grounds out sharply, second baseman Juniel Querecuto to first baseman Paul Goldschmidt.",ground_ball,101.5,-11.0,2.0,9.0,STL,PHI,7,Top,R,5,5,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,41.70266240999999,125.83173182000004,Oppo,False,2,716557-55-1
2023,2023-09-15,716572,40,4,607208,"Turner, Trea",L,R,CU,Curveball,2.0,0.01,3.14,3.38,1.67,107.27,163.11,X,grounded_into_double_play,hit_into_play,"Trea Turner grounds into a double play, third baseman Nolan Arenado to second baseman Tommy Edman to first baseman Paul Goldschmidt.   Johan Rojas out at 2nd.    Trea Turner out at 1st.",ground_ball,95.5,5.0,4.0,94.0,STL,PHI,5,Top,R,4,4,1,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-45.29642865000002,87.74779236,Pull,False,0,716572-40-4
2023,2023-09-15,716572,20,6,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,1.0,-0.65,3.41,3.38,1.67,87.96,101.17,X,field_out,hit_into_play,Trea Turner flies out to left fielder Richie Palacios.,fly_ball,98.0,50.0,3.0,262.0,STL,PHI,3,Top,R,4,4,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-93.48783566000003,242.32965410000003,Pull,False,0,716572-20-6
2023,2023-09-15,716572,2,6,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,11.0,-0.13,3.71,3.38,1.67,109.65,64.32,X,single,hit_into_play,Trea Turner singles on a sharp line drive to center fielder Lars Nootbaar.,line_drive,102.8,15.0,4.0,302.0,STL,PHI,1,Top,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-39.356731669999995,334.29513045000004,Straightaway,True,1,716572-2-6
2023,2023-09-13,716603,45,2,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,5.0,0.0,2.38,3.38,1.67,186.07,85.38,X,field_out,hit_into_play,Trea Turner flies out to right fielder Ronald Acuna Jr.,fly_ball,93.1,29.0,3.0,318.0,PHI,ATL,6,Bot,R,1,1,1,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,151.36244614999998,281.73629919000007,Oppo,False,2,716603-45-2
2023,2023-09-13,716603,24,2,607208,"Turner, Trea",R,R,SL,Slider,9.0,0.54,1.84,3.38,1.67,80.12,72.39,X,field_out,hit_into_play,Trea Turner lines out sharply to left fielder Kevin Pillar.,line_drive,106.6,16.0,5.0,333.0,PHI,ATL,3,Bot,R,1,1,0,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-113.0538963,314.1550654800001,Pull,False,0,716603-24-2
2023,2023-09-13,716603,7,7,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,8.0,-0.13,1.93,3.38,1.67,185.69,90.7,X,field_out,hit_into_play,Trea Turner lines out to right fielder Ronald Acuna Jr.,line_drive,89.2,24.0,3.0,307.0,PHI,ATL,1,Bot,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,150.41409117,268.45932947000006,Oppo,False,2,716603-7-7
2023,2023-09-12,716618,28,3,607208,"Turner, Trea",L,R,CH,Changeup,9.0,0.28,1.95,3.34,1.63,93.44,100.59,X,single,hit_into_play,Trea Turner singles on a line drive to left fielder Eddie Rosario.,line_drive,97.8,9.0,4.0,147.0,PHI,ATL,4,Bot,R,1,1,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-79.81155858000001,243.77714328000005,Pull,False,0,716618-28-3
2023,2023-09-12,716618,62,1,607208,"Turner, Trea",R,R,SI,Sinker,6.0,0.76,2.41,3.36,1.65,128.82,85.84,X,single,hit_into_play,"Trea Turner singles on a ground ball to center fielder Michael Harris II, deflected by second baseman Ozzie Albies.   Johan Rojas scores.",ground_ball,92.4,9.0,4.0,138.0,PHI,ATL,7,Bot,R,1,2,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,8.485281399999979,280.58829053000005,Straightaway,False,1,716618-62-1
2023,2023-09-12,716618,79,8,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,5.0,0.02,2.23,3.36,1.65,60.0,49.11,X,home_run,hit_into_play,Trea Turner homers (26) on a fly ball to left center field.,fly_ball,99.7,36.0,5.0,404.0,PHI,ATL,9,Bot,R,5,6,3,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-163.26679682000002,372.2542863600001,Pull,False,0,716618-79-8
2023,2023-09-12,716618,6,3,607208,"Turner, Trea",L,R,SI,Sinker,14.0,0.86,2.29,3.34,1.63,140.88,153.73,X,field_out,hit_into_play,"Trea Turner grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",ground_ball,72.6,-9.0,2.0,13.0,PHI,ATL,1,Bot,R,0,0,2,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,38.58307365999999,111.15718634000007,Oppo,True,2,716618-6-3
2023,2023-09-11,716590,55,3,607208,"Turner, Trea",R,R,CU,Curveball,14.0,1.28,2.4,3.34,1.63,149.36,159.39,X,field_out,hit_into_play,Trea Turner grounds out to first baseman Matt Olson.,ground_ball,60.1,7.0,2.0,64.0,PHI,ATL,6,Bot,R,7,7,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,59.746363740000035,97.03168848000007,Oppo,True,2,716590-55-3
2023,2023-09-11,716590,19,3,607208,"Turner, Trea",R,R,KC,Knuckle Curve,7.0,-0.4,1.77,3.34,1.63,105.67,155.49,X,force_out,hit_into_play,"Trea Turner grounds into a force out, shortstop Orlando Arcia to second baseman Nicky Lopez.   Kyle Schwarber out at 2nd.    Trea Turner to 1st.",ground_ball,96.3,-17.0,2.0,6.0,PHI,ATL,2,Bot,R,4,4,0,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-49.289502250000005,106.76480538000001,Pull,False,0,716590-19-3
2023,2023-09-11,717664,23,1,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,9.0,0.47,2.05,3.33,1.63,193.61,78.06,X,field_out,hit_into_play,Trea Turner flies out to right fielder Ronald Acuna Jr.,fly_ball,98.3,36.0,5.0,342.0,PHI,ATL,3,Bot,R,0,0,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,170.17980549000004,300.00461091000005,Oppo,False,2,717664-23-1
2023,2023-09-11,717664,79,3,607208,"Turner, Trea",R,R,SI,Sinker,4.0,-0.41,2.26,3.33,1.63,154.61,149.15,X,field_error,hit_into_play,Trea Turner reaches on a throwing error by second baseman Ozzie Albies.,ground_ball,101.1,-29.0,2.0,4.0,PHI,ATL,9,Bot,R,6,6,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,72.84863649000003,122.58735952000002,Oppo,False,2,717664-79-3
2023,2023-09-11,716590,7,5,607208,"Turner, Trea",R,R,SI,Sinker,8.0,0.05,1.81,3.34,1.63,110.75,89.84,X,single,hit_into_play,Trea Turner singles on a ground ball to center fielder Michael Harris II.   Kyle Schwarber to 2nd.,ground_ball,109.4,2.0,4.0,72.0,PHI,ATL,1,Bot,R,0,0,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,-36.61149357000001,270.60560653000005,Straightaway,False,1,716590-7-5
2023,2023-09-11,717664,63,1,607208,"Turner, Trea",L,R,FF,4-Seam Fastball,2.0,0.04,3.15,3.33,1.63,60.63,40.4,X,home_run,hit_into_play,Trea Turner homers (25) on a fly ball to left center field.   Kyle Schwarber scores.,fly_ball,106.1,31.0,6.0,423.0,PHI,ATL,7,Bot,R,4,6,0,0,2023,0.696,0.726,0.883,1.244,1.569,2.004,-161.69452409,393.99158077000004,Pull,False,0,717664-63-1
2023,2023-09-11,716590,37,3,607208,"Turner, Trea",R,R,FC,Cutter,9.0,0.58,1.92,3.34,1.63,85.8,80.92,X,double,hit_into_play,"Phillies challenged (tag play), call on the field was overturned: Trea Turner doubles (31) on a line drive to center fielder Michael Harris II.   Jake Cave scores.",line_drive,87.1,18.0,4.0,261.0,PHI,ATL,4,Bot,R,5,6,1,1,2023,0.696,0.726,0.883,1.244,1.569,2.004,-98.87848502000001,292.86699185000003,Pull,False,0,716590-37-3
2023,2023-09-10,716643,21,5,607208,"Turner, Trea",R,R,FF,4-Seam Fastball,1.0,-0.31,3.3,3.32,1.63,155.29,87.83,X,field_out,hit_into_play,Trea Turner flies out to center fielder Jazz Chisholm Jr.,fly_ball,96.5,47.0,3.0,287.0,PHI,MIA,3,Bot,R,3,3,2,2,2023,0.696,0.726,0.883,1.244,1.569,2.004,74.54569276999999,275.62190524000005,Oppo,False,2,716643-21-5
