pitcher,game_year,pitch_type,pitch_name,n,ivb_in,hb_in,velo,spin,name,is_bowlan
453178,2021,FF,4-Seam Fastball,366,17.574426229508198,-10.84360655737705,93.85901639344263,2409.554644808743,"Kennedy, Ian",False
453284,2019,CU,Curveball,70,-11.780571428571427,6.548571428571428,75.90571428571428,2146.3285714285716,"Parker, Blake",False
453284,2019,FF,4-Seam Fastball,168,15.78857142857143,-2.406428571428571,90.69583333333333,2137.6369047619046,"Parker, Blake",False
453284,2020,CU,Curveball,52,-11.16923076923077,5.333076923076923,76.08076923076922,2159.4615384615386,"Parker, Blake",False
453284,2020,FF,4-Seam Fastball,130,16.98738461538462,-2.8596923076923075,90.59384615384616,1998.7846153846153,"Parker, Blake",False
453562,2018,CH,Changeup,293,2.7571331058020476,-14.739112627986348,88.03242320819113,1650.126712328767,"Arrieta, Jake",False
453562,2018,CU,Curveball,284,-11.77056338028169,13.479718309859155,80.71126760563381,2770.823943661972,"Arrieta, Jake",False
453562,2018,FF,4-Seam Fastball,47,15.086808510638303,-8.211063829787236,92.36382978723405,2310.0851063829787,"Arrieta, Jake",False
453562,2018,SI,Sinker,1483,9.948428860418073,-15.574025623735672,93.02656776803775,2240.970330411328,"Arrieta, Jake",False
453562,2018,SL,Slider,652,5.675153374233129,5.288282208588958,89.41073619631902,2465.6456086286594,"Arrieta, Jake",False
453562,2019,CH,Changeup,398,0.7573869346733668,-17.010150753768844,87.52663316582914,1730.2348484848485,"Arrieta, Jake",False
453562,2019,CU,Curveball,293,-10.519044368600682,13.747986348122865,80.59726962457339,2766.2764505119453,"Arrieta, Jake",False
453562,2019,SI,Sinker,1216,9.406776315789475,-16.373388157894738,92.45625,2195.8338815789475,"Arrieta, Jake",False
453562,2019,SL,Slider,263,8.577034220532319,2.9247148288973386,89.71558935361217,2362.958174904943,"Arrieta, Jake",False
453562,2020,CH,Changeup,124,-1.416774193548387,-16.535806451612906,87.27822580645162,1694.25,"Arrieta, Jake",False
453562,2020,CU,Curveball,53,-9.559245283018868,12.249056603773585,81.8,2651.509433962264,"Arrieta, Jake",False
453562,2020,SI,Sinker,380,8.750842105263159,-16.097368421052632,92.02052631578948,2095.752659574468,"Arrieta, Jake",False
453562,2020,SL,Slider,169,6.925917159763313,3.613491124260355,88.78165680473373,2202.8035714285716,"Arrieta, Jake",False
456696,2016,CU,Curveball,433,-1.2825866050808314,12.119445727482681,81.45242494226328,2189.325077399381,"Hernandez, David",False
456696,2016,FF,4-Seam Fastball,611,16.248707037643207,-10.743240589198036,94.6644844517185,2402.6930693069307,"Hernandez, David",False
456696,2016,SI,Sinker,195,12.61476923076923,-14.951384615384617,94.62871794871793,2309.9326424870465,"Hernandez, David",False
457711,2015,CH,Changeup,198,11.89090909090909,-12.764242424242425,83.6590909090909,1600.7037037037037,"O'Sullivan, Sean",False
457711,2015,CU,Curveball,33,-16.498181818181816,4.956363636363636,72.4060606060606,1991.6363636363637,"O'Sullivan, Sean",False
457711,2015,FF,4-Seam Fastball,448,17.536875000000002,-9.065625,90.14308035714285,2032.7676056338028,"O'Sullivan, Sean",False
457711,2015,SI,Sinker,233,13.98540772532189,-14.045150214592274,89.93261802575107,1992.21875,"O'Sullivan, Sean",False
457711,2015,SL,Slider,255,-2.8668235294117643,8.653176470588235,79.48235294117647,1951.846590909091,"O'Sullivan, Sean",False
457732,2016,CU,Curveball,103,-12.411262135922332,10.953786407766987,78.17281553398058,2700.4736842105262,"Bailey, Andrew",False
457732,2016,FF,4-Seam Fastball,370,16.035243243243244,2.774918918918919,92.63216216216216,2675.5151515151515,"Bailey, Andrew",False
472610,2015,FF,4-Seam Fastball,319,11.008025078369906,-4.195485893416928,96.14388714733543,2111.7594501718213,"García, Luis",False
472610,2015,SI,Sinker,347,8.094985590778098,-9.044610951008647,96.23890489913545,2101.5548780487807,"García, Luis",False
472610,2015,SL,Slider,461,0.08642082429501086,8.913839479392625,85.42841648590021,1987.8532110091744,"García, Luis",False
472610,2016,FF,4-Seam Fastball,66,13.203636363636363,-7.154545454545454,97.16666666666667,2134.469696969697,"García, Luis",False
472610,2016,SI,Sinker,104,10.633846153846154,-11.393076923076924,96.6903846153846,2037.3541666666667,"García, Luis",False
472610,2016,SL,Slider,117,0.4820512820512819,7.682051282051284,85.92307692307692,1997.4,"García, Luis",False
472610,2018,FF,4-Seam Fastball,118,12.550526315789476,-8.917894736842106,97.13859649122806,2121.5789473684213,"García, Luis",False
472610,2018,SI,Sinker,251,9.651639344262295,-14.226885245901638,97.23237704918033,2106.2049180327867,"García, Luis",False
472610,2018,SL,Slider,300,0.1965517241379311,8.667724137931033,84.80689655172414,2399.4666666666667,"García, Luis",False
475479,2020,FF,4-Seam Fastball,43,17.006511627906978,-9.56372093023256,94.0139534883721,2391.906976744186,"Phelps, David",False
475479,2020,SI,Sinker,39,12.25230769230769,-16.283076923076926,94.03333333333333,2229.5897435897436,"Phelps, David",False
476451,2016,CH,Changeup,764,9.550523560209424,-11.338586387434555,81.06714659685865,1791.3017127799737,"Hellickson, Jeremy",False
476451,2016,CU,Curveball,444,-15.87891891891892,10.682702702702702,77.21306306306306,2967.1632183908046,"Hellickson, Jeremy",False
476451,2016,FF,4-Seam Fastball,890,15.15950561797753,-12.808988764044944,90.6888764044944,2105.2806414662086,"Hellickson, Jeremy",False
476451,2016,SI,Sinker,542,10.675129151291515,-16.167232472324724,90.57859778597786,2067.2033898305085,"Hellickson, Jeremy",False
476451,2016,SL,Slider,281,12.083274021352313,-0.4385765124555161,86.13274021352314,2368.167883211679,"Hellickson, Jeremy",False
477569,2019,FF,4-Seam Fastball,31,17.11741935483871,-5.295483870967741,89.95161290322581,2157.4193548387098,"Salas, Fernando",False
488984,2018,CU,Curveball,128,-5.9896875000000005,10.3509375,84.4203125,2750.076923076923,"Hunter, Tommy",False
488984,2018,FF,4-Seam Fastball,82,16.060975609756095,-6.9541463414634155,96.17804878048781,2409.817073170732,"Hunter, Tommy",False
488984,2018,SI,Sinker,319,11.74730769230769,-13.273846153846154,95.68685897435897,2417.3621794871797,"Hunter, Tommy",False
488984,2019,SI,Sinker,35,12.462857142857144,-13.470857142857142,94.09428571428572,2549.114285714286,"Hunter, Tommy",False
488984,2020,CU,Curveball,95,-5.949473684210526,13.073684210526316,82.33894736842105,2872.4947368421053,"Hunter, Tommy",False
488984,2020,SI,Sinker,171,11.974035087719297,-13.596491228070175,92.64561403508772,2482.964912280702,"Hunter, Tommy",False
491646,2015,CH,Changeup,167,3.988742514970059,-17.122634730538923,84.44071856287425,1935.0722891566265,"Gómez, Jeanmar",False
491646,2015,SI,Sinker,743,7.510740242261104,-16.890767160161506,92.06689098250337,2047.6893732970027,"Gómez, Jeanmar",False
491646,2015,SL,Slider,227,2.9006167400881058,4.343259911894273,85.0955947136564,2071.3872832369943,"Gómez, Jeanmar",False
491646,2016,CH,Changeup,261,3.2473563218390797,-13.328275862068967,84.66858237547893,1538.907335907336,"Gómez, Jeanmar",False
491646,2016,SI,Sinker,736,7.445869565217391,-17.147771739130434,91.9445652173913,1989.0710382513662,"Gómez, Jeanmar",False
491646,2016,SL,Slider,139,2.529496402877698,4.011798561151079,83.96978417266186,2109.1794871794873,"Gómez, Jeanmar",False
497807,2016,CU,Curveball,50,-8.4312,4.032,81.316,2385.8571428571427,"Herrmann, Frank",False
497807,2016,FF,4-Seam Fastball,178,17.46202247191011,-10.515505617977526,94.0814606741573,2287.1853932584268,"Herrmann, Frank",False
497807,2016,SL,Slider,45,4.253333333333334,1.3039999999999998,87.00444444444445,2226.4473684210525,"Herrmann, Frank",False
500610,2020,CH,Changeup,52,7.500000000000002,-12.673846153846155,82.5326923076923,1542.0588235294117,"Guerra, Deolis",False
500610,2020,FF,4-Seam Fastball,48,14.455,-14.1875,91.6875,2320.625,"Guerra, Deolis",False
502043,2021,CH,Changeup,137,4.569635036496351,-13.799124087591242,84.57737226277372,1628.3941605839416,"Gibson, Kyle",False
502043,2021,CU,Curveball,94,-7.803829787234044,7.436170212765957,79.49787234042553,2432.7978723404253,"Gibson, Kyle",False
502043,2021,FF,4-Seam Fastball,151,15.844768211920528,-5.215629139072847,92.48609271523179,2284.198675496689,"Gibson, Kyle",False
502043,2021,SI,Sinker,365,6.473753424657534,-14.261589041095892,92.04986301369863,2108.3753424657534,"Gibson, Kyle",False
502043,2021,SL,Slider,163,-1.2103067484662575,5.082699386503068,83.8159509202454,2496.0184049079753,"Gibson, Kyle",False
502043,2022,CH,Changeup,295,3.6150508474576273,-14.753491525423726,84.65423728813559,1622.420338983051,"Gibson, Kyle",False
502043,2022,CU,Curveball,184,-8.670652173913043,7.286086956521739,79.08315217391304,2467.2989130434785,"Gibson, Kyle",False
502043,2022,FF,4-Seam Fastball,327,15.953394495412844,-6.235229357798167,92.03302752293578,2278.9969418960245,"Gibson, Kyle",False
502043,2022,SI,Sinker,769,7.11854356306892,-14.476775032509753,91.65331599479843,2133.074122236671,"Gibson, Kyle",False
502043,2022,SL,Slider,484,-1.3405785123966942,4.580826446280992,83.36280991735536,2518.5061983471073,"Gibson, Kyle",False
502043,2022,ST,Sweeper,90,2.72,7.828000000000001,82.90444444444444,2457.5777777777776,"Gibson, Kyle",False
502085,2022,SL,Slider,119,2.2134453781512606,7.5357983193277285,84.73109243697479,2646.840336134454,"Robertson, David",False
502085,2025,SL,Slider,32,6.33375,12.1725,83.73125,2651.9375,"Robertson, David",False
502624,2021,CH,Changeup,251,14.389003984063748,-16.536573705179283,81.90836653386454,2162.0478087649403,"Anderson, Chase",False
502624,2021,CU,Curveball,77,-14.602597402597405,5.82077922077922,76.88311688311688,2034.3506493506493,"Anderson, Chase",False
502624,2021,FF,4-Seam Fastball,280,17.615571428571428,-6.227142857142859,91.5032142857143,2119.727598566308,"Anderson, Chase",False
502624,2021,SI,Sinker,53,16.66415094339623,-12.853584905660377,91.11509433962264,2102.846153846154,"Anderson, Chase",False
502624,2021,SL,Slider,37,2.5978378378378375,4.297297297297297,83.87837837837837,2164.3783783783783,"Anderson, Chase",False
504379,2019,FF,4-Seam Fastball,349,15.592091690544411,-9.574212034383955,93.76389684813753,2075.091690544413,"Nicasio, Juan",False
504379,2019,SI,Sinker,101,12.436039603960399,-14.005544554455447,93.14554455445545,2013.4455445544554,"Nicasio, Juan",False
504379,2019,SL,Slider,380,5.436,1.772842105263158,86.68973684210526,1934.371052631579,"Nicasio, Juan",False
518418,2015,CU,Curveball,30,-10.296000000000001,12.024000000000001,80.47666666666667,2500.866666666667,"Aumont, Phillippe",False
518418,2015,SI,Sinker,72,10.021666666666668,-16.655,93.11388888888888,2004.8857142857144,"Aumont, Phillippe",False
518603,2015,CH,Changeup,147,1.369795918367347,-13.413061224489795,85.58027210884353,1244.992700729927,"De Fratus, Justin",False
518603,2015,FF,4-Seam Fastball,693,13.52900432900433,-10.163982683982685,92.36911976911978,2048.162002945508,"De Fratus, Justin",False
518603,2015,SI,Sinker,138,6.748695652173913,-16.576521739130435,90.82463768115942,1833.425,"De Fratus, Justin",False
518603,2015,SL,Slider,459,-3.0977777777777775,3.0115032679738563,82.08235294117648,1876.946188340807,"De Fratus, Justin",False
518886,2023,FF,4-Seam Fastball,754,15.184456233421752,-10.510026525198938,95.82453580901857,2356.5822281167107,"Kimbrel, Craig",False
519443,2020,FF,4-Seam Fastball,74,17.518378378378376,-3.6762162162162157,92.4472972972973,2110.1486486486488,"Workman, Brandon",False
543883,2019,FF,4-Seam Fastball,121,15.586115702479336,-5.103471074380165,88.77272727272727,2332.7685950413224,"Vincent, Nick",False
544727,2022,FF,4-Seam Fastball,137,13.423357664233576,-9.675328467153285,95.5970802919708,2296.4233576642337,"Familia, Jeurys",False
544727,2022,SI,Sinker,313,3.2097124600638978,-15.337380191693288,95.26805111821086,2182.063897763578,"Familia, Jeurys",False
544727,2022,SL,Slider,111,6.555675675675675,-0.4237837837837838,88.61441441441443,2178.2432432432433,"Familia, Jeurys",False
547179,2023,CH,Changeup,179,8.812290502793296,-16.190614525139665,83.5854748603352,2038.022346368715,"Lorenzen, Michael",False
547179,2023,FF,4-Seam Fastball,283,16.154204946996465,-11.781625441696114,94.09929328621908,2421.2120141342757,"Lorenzen, Michael",False
547179,2023,SI,Sinker,98,11.644897959183675,-16.263673469387754,93.64897959183673,2297.5204081632655,"Lorenzen, Michael",False
547179,2023,SL,Slider,164,1.8336585365853662,2.4431707317073172,85.71463414634147,2482.981707317073,"Lorenzen, Michael",False
547179,2023,ST,Sweeper,31,-0.3290322580645162,9.654193548387095,83.33870967741936,2511.6774193548385,"Lorenzen, Michael",False
547184,2022,ST,Sweeper,45,-1.9653333333333336,15.930666666666664,82.74222222222222,2551.4444444444443,"Kelly, Michael",False
554430,2020,CH,Changeup,63,11.719999999999997,-11.921904761904763,90.19682539682539,1832.6507936507937,"Wheeler, Zack",False
554430,2020,CU,Curveball,109,-12.70678899082569,10.748256880733944,80.0605504587156,2620.880733944954,"Wheeler, Zack",False
554430,2020,FF,4-Seam Fastball,472,14.09491525423729,-5.950169491525424,96.94385593220339,2333.739406779661,"Wheeler, Zack",False
554430,2020,SI,Sinker,235,12.133276595744682,-14.617531914893618,96.55617021276596,2196.463829787234,"Wheeler, Zack",False
554430,2021,CH,Changeup,117,9.972307692307691,-13.882051282051282,90.45128205128205,1570.5726495726497,"Wheeler, Zack",False
554430,2021,CU,Curveball,342,-11.55052631578947,9.824912280701756,81.49619883040936,2638.3040935672516,"Wheeler, Zack",False
554430,2021,FF,4-Seam Fastball,1359,15.91399558498896,-7.649448123620308,97.17601177336277,2388.297496318115,"Wheeler, Zack",False
554430,2021,SI,Sinker,586,11.414539249146756,-15.693583617747443,96.68549488054607,2198.9129692832767,"Wheeler, Zack",False
554430,2022,CH,Changeup,42,9.419999999999998,-14.491428571428568,89.54285714285714,1556.6904761904761,"Wheeler, Zack",False
554430,2022,CU,Curveball,281,-10.178220640569394,9.192597864768683,81.26548042704626,2653.725978647687,"Wheeler, Zack",False
554430,2022,FF,4-Seam Fastball,998,16.21070140280561,-9.221002004008017,95.92054108216432,2391.5751503006013,"Wheeler, Zack",False
554430,2022,SI,Sinker,403,11.471464019851116,-16.11483870967742,95.43076923076923,2217.349875930521,"Wheeler, Zack",False
554430,2023,CU,Curveball,361,-10.32,10.03146814404432,81.38254847645429,2742.0805555555557,"Wheeler, Zack",False
554430,2023,FF,4-Seam Fastball,1370,15.282569343065695,-6.29334306569343,95.79240875912409,2494.529197080292,"Wheeler, Zack",False
554430,2023,SI,Sinker,571,8.264028021015761,-15.640560420315236,95.17355516637478,2314.94708994709,"Wheeler, Zack",False
554430,2023,ST,Sweeper,387,1.9426356589147287,13.523410852713177,84.38217054263566,2634.603626943005,"Wheeler, Zack",False
554430,2024,CU,Curveball,317,-8.970473186119875,8.609716088328076,81.79558359621451,2716.167192429022,"Wheeler, Zack",False
554430,2024,FF,4-Seam Fastball,1298,14.631494607087827,-9.541201848998458,95.2673343605547,2430.7973805855163,"Wheeler, Zack",False
554430,2024,SI,Sinker,595,6.689344537815126,-17.25620168067227,94.64218487394957,2271.146218487395,"Wheeler, Zack",False
554430,2024,ST,Sweeper,392,4.033163265306123,9.858367346938774,84.95994897959184,2571.808673469388,"Wheeler, Zack",False
554430,2025,CU,Curveball,234,-10.45025641025641,12.52051282051282,81.14102564102564,2810.269230769231,"Wheeler, Zack",False
554430,2025,FF,4-Seam Fastball,981,14.694434250764525,-10.138715596330275,96.07257900101936,2470.4036697247707,"Wheeler, Zack",False
554430,2025,SI,Sinker,407,7.504570024570025,-17.553022113022116,95.43734643734643,2310.2899262899264,"Wheeler, Zack",False
554430,2025,ST,Sweeper,354,2.712881355932203,13.576271186440678,83.72966101694915,2669.223163841808,"Wheeler, Zack",False
554430,2026,CU,Curveball,218,-11.159449541284404,13.037614678899082,79.96146788990825,2833.623853211009,"Wheeler, Zack",False
554430,2026,FF,4-Seam Fastball,913,14.111237677984665,-11.390536692223439,95.2210295728368,2432.3899233296825,"Wheeler, Zack",False
554430,2026,SI,Sinker,397,7.094508816120907,-17.5423677581864,94.79672544080606,2292.065491183879,"Wheeler, Zack",False
554430,2026,ST,Sweeper,347,-0.785706051873199,16.969452449567726,81.33054755043229,2764.971181556196,"Wheeler, Zack",False
571446,2022,SI,Sinker,112,11.725714285714286,-14.265,94.96607142857144,1892.3482142857142,"Appel, Mark",False
571446,2022,SL,Slider,30,-2.5999999999999996,4.671999999999999,83.09333333333333,1792.6333333333334,"Appel, Mark",False
571479,2022,CH,Changeup,69,6.987826086956522,-16.332173913043476,89.52028985507246,1696.5797101449275,"Bellatti, Andrew",False
571479,2022,FF,4-Seam Fastball,389,16.753727506426735,-10.480102827763497,94.35167095115682,2436.473007712082,"Bellatti, Andrew",False
571479,2022,SL,Slider,505,3.6537029702970294,3.6268514851485145,85.89861386138614,2398.330693069307,"Bellatti, Andrew",False
571479,2023,FF,4-Seam Fastball,216,16.31833333333333,-9.905555555555555,94.07037037037037,2508.9720930232556,"Bellatti, Andrew",False
571479,2023,SL,Slider,215,4.063813953488372,3.61953488372093,86.02837209302325,2512.1745283018868,"Bellatti, Andrew",False
571527,2015,CH,Changeup,271,7.636605166051659,-15.235571955719557,82.02619926199262,1890.5415019762845,"Buchanan, David",False
571527,2015,CU,Curveball,149,-13.191946308724832,6.484832214765101,78.91140939597315,2228.8551724137933,"Buchanan, David",False
571527,2015,FF,4-Seam Fastball,456,13.39342105263158,-6.0181578947368415,89.76600877192983,2120.3424657534247,"Buchanan, David",False
571527,2015,SI,Sinker,281,10.115017793594307,-14.668185053380784,90.1612099644128,1985.2276119402984,"Buchanan, David",False
571704,2015,FF,4-Seam Fastball,719,16.988094575799725,-5.413518776077886,97.1876216968011,2337.5112994350284,"Giles, Ken",False
571704,2015,SL,Slider,447,0.6829530201342281,0.10013422818791948,86.55794183445191,1969.4856396866842,"Giles, Ken",False
571735,2020,CH,Changeup,50,9.631200000000002,-12.252000000000002,82.39,1640.1,"Hale, David",False
571735,2020,FF,4-Seam Fastball,64,13.434375000000001,-7.07625,92.66875,2296.484375,"Hale, David",False
571735,2021,CH,Changeup,112,8.685,-12.516428571428571,82.67946428571429,1605.3125,"Hale, David",False
571735,2021,CU,Curveball,93,0.41161290322580657,5.099354838709678,82.71075268817205,2303.6451612903224,"Hale, David",False
571735,2021,FF,4-Seam Fastball,216,13.135000000000002,-9.34388888888889,92.83472222222223,2224.846511627907,"Hale, David",False
571735,2021,SI,Sinker,40,11.399999999999999,-16.098,92.205,2189.95,"Hale, David",False
571800,2018,CH,Changeup,48,7.539999999999999,-12.16,84.07083333333334,1776.3958333333333,"Hutchison, Drew",False
571800,2018,FF,4-Seam Fastball,162,13.085925925925926,-4.124444444444444,90.57654320987655,2154.864197530864,"Hutchison, Drew",False
571800,2018,SL,Slider,133,-3.752481203007519,4.865864661654134,82.66541353383458,2666.208695652174,"Hutchison, Drew",False
573046,2019,CH,Changeup,157,13.478216560509555,-3.6619108280254773,71.96369426751592,1446.8853503184714,"Morin, Mike",False
573046,2019,FF,4-Seam Fastball,49,16.050612244897955,-8.81877551020408,91.56326530612246,2160.4285714285716,"Morin, Mike",False
573046,2019,SI,Sinker,149,11.120536912751678,-14.731006711409396,90.93691275167785,2015.0939597315437,"Morin, Mike",False
573046,2019,SL,Slider,67,0.048358208955223886,5.58089552238806,80.92238805970149,2097.6428571428573,"Morin, Mike",False
591693,2016,CU,Curveball,59,-4.543728813559322,8.029830508474577,78.89322033898304,2382.1153846153848,"Ramos, Edubray",False
591693,2016,FF,4-Seam Fastball,327,14.69834862385321,-7.310458715596331,95.88623853211008,2487.4587155963304,"Ramos, Edubray",False
591693,2016,SL,Slider,212,-3.78622641509434,7.948867924528302,83.18490566037737,2470.190476190476,"Ramos, Edubray",False
591693,2018,CH,Changeup,31,10.521428571428572,-13.200000000000001,87.97857142857143,1914.892857142857,"Ramos, Edubray",False
591693,2018,FF,4-Seam Fastball,260,14.405096525096527,-4.853281853281853,93.31235521235521,2472.814671814672,"Ramos, Edubray",False
591693,2018,SL,Slider,426,-3.1296912114014246,9.678669833729217,82.87149643705463,2579.4668304668303,"Ramos, Edubray",False
591693,2019,FF,4-Seam Fastball,104,12.763846153846156,-2.350384615384615,91.5048076923077,2420.019230769231,"Ramos, Edubray",False
591693,2019,SL,Slider,155,-2.214193548387097,11.313290322580645,80.84,2541.6133333333332,"Ramos, Edubray",False
592135,2021,FF,4-Seam Fastball,96,18.7875,-3.9987500000000002,93.01145833333334,2236.8541666666665,"Bedrosian, Cam",False
592229,2023,CH,Changeup,39,3.9230769230769242,-7.6523076923076925,86.57179487179488,1110.157894736842,"Covey, Dylan",False
592229,2023,SI,Sinker,278,9.498129496402878,-13.574244604316547,95.21223021582733,2064.81654676259,"Covey, Dylan",False
592229,2023,SL,Slider,157,1.019617834394904,4.521783439490446,87.66178343949045,2223.611464968153,"Covey, Dylan",False
592390,2020,FF,4-Seam Fastball,110,17.304,-10.797818181818181,93.81909090909092,2519.4545454545455,"Hembree, Heath",False
592390,2020,SL,Slider,56,6.786428571428571,3.0150000000000006,87.85535714285713,2719.8928571428573,"Hembree, Heath",False
592527,2016,FF,4-Seam Fastball,68,16.99764705882353,-8.029411764705882,93.84264705882353,2403.9117647058824,"Mariot, Michael",False
592527,2016,SI,Sinker,136,11.70264705882353,-14.143235294117645,93.38602941176471,2277.198529411765,"Mariot, Michael",False
592527,2016,SL,Slider,147,-5.327346938775509,10.044897959183674,82.77414965986394,2711.569105691057,"Mariot, Michael",False
592789,2022,CH,Changeup,115,8.319652173913042,-14.740173913043483,88.47217391304348,1587.377192982456,"Syndergaard, Noah",False
592789,2022,CU,Curveball,108,0.4455555555555556,10.110000000000001,77.11018518518519,2130.074074074074,"Syndergaard, Noah",False
592789,2022,FF,4-Seam Fastball,42,14.208571428571432,-6.688571428571428,93.70238095238095,2143.1190476190477,"Syndergaard, Noah",False
592789,2022,SI,Sinker,321,10.158130841121496,-14.275140186915888,93.21308411214953,2140.2056074766356,"Syndergaard, Noah",False
592789,2022,SL,Slider,185,2.072432432432432,5.067243243243244,86.42648648648648,2136.7135135135136,"Syndergaard, Noah",False
592826,2016,CH,Changeup,295,5.757559322033899,-12.663457627118646,88.0,1675.3754266211604,"Velasquez, Vince",False
592826,2016,CU,Curveball,308,-11.04935064935065,7.61064935064935,80.51363636363637,2419.387931034483,"Velasquez, Vince",False
592826,2016,FF,4-Seam Fastball,1242,16.883478260869566,-6.705024154589372,94.60177133655394,2306.6063311688313,"Velasquez, Vince",False
592826,2016,SI,Sinker,169,8.189112426035503,-13.753136094674556,92.97692307692309,2059.4011976047905,"Velasquez, Vince",False
592826,2016,SL,Slider,194,1.4894845360824742,5.038762886597938,85.15773195876288,2208.2038834951454,"Velasquez, Vince",False
592826,2018,CH,Changeup,117,6.695384615384615,-12.442051282051281,87.78461538461538,1641.6410256410256,"Velasquez, Vince",False
