player_name,game_year,plate_apps,pitches,at_bats,hits,walks,unint_walks,hbp,strikeouts,sf,singles,doubles,triples,hrs,bip,ba,obp,slg,ops,iso,krate,bbrate,babip,woba,swings,swing_rate,whiff_rate,chase_rate,bips,tracked_bips,gb_rate,fb_rate,ld_rate,mean_la,mean_ev,hard_hit_rate,barrel_rate,pull_air_rate,swing_rate_in_zone,whiff_rate_in_zone
"Bader, Harrison",2025,198,731,179,55,12,12,5,56,2,38,11,1,5,125,0.30726256983240224,0.36363636363636365,0.46368715083798884,0.8273235144743525,0.1564245810055866,0.2828282828282828,0.06060606060606061,0.4166666666666667,0.3583787878787879,375,0.5129958960328317,0.2826666666666667,0.3489583333333333,125,125,0.4,0.232,0.28,14.728,88.3552,0.408,0.08,0.32,0.6945244956772334,0.2033195020746888
"Bautista, José",2018,57,262,45,11,11,11,1,15,0,5,4,0,2,30,0.24444444444444444,0.40350877192982454,0.4666666666666667,0.8701754385964913,0.22222222222222224,0.2631578947368421,0.19298245614035087,0.32142857142857145,0.3817543859649123,100,0.3816793893129771,0.31,0.1793103448275862,30,30,0.26666666666666666,0.3333333333333333,0.3333333333333333,,,0.43333333333333335,0.06666666666666667,0.36666666666666664,0.6324786324786325,0.16216216216216217
"Blanco, Andrés",2015,261,1008,233,68,21,21,4,44,0,36,22,3,7,192,0.2918454935622318,0.36046511627906974,0.5021459227467812,0.8626110390258509,0.2103004291845494,0.1685823754789272,0.08045977011494253,0.33516483516483514,0.3716434108527132,487,0.48313492063492064,0.21971252566735114,0.30280373831775703,192,185,0.46875,0.171875,0.2760416666666667,10.232432432432432,86.81297297297297,0.265625,0.052083333333333336,0.15104166666666666,0.6885593220338984,0.1723076923076923
"Blanco, Andrés",2016,209,786,190,48,11,11,7,41,1,28,15,1,4,150,0.25263157894736843,0.3157894736842105,0.4052631578947368,0.7210526315789474,0.1526315789473684,0.19617224880382775,0.05263157894736842,0.3013698630136986,0.31335406698564594,417,0.5305343511450382,0.26618705035971224,0.3431151241534989,150,148,0.52,0.12666666666666668,0.2866666666666667,5.9391891891891895,88.28243243243243,0.35333333333333333,0.02,0.18,0.7725947521865889,0.19245283018867926
"Blanco, Andrés",2017,144,553,130,25,12,12,0,34,2,18,4,0,3,98,0.19230769230769232,0.2569444444444444,0.2923076923076923,0.5492521367521368,0.1,0.2361111111111111,0.08333333333333333,0.23157894736842105,0.24284722222222221,296,0.5352622061482821,0.30067567567567566,0.3053435114503817,98,97,0.5204081632653061,0.1836734693877551,0.21428571428571427,8.742268041237113,84.41134020618556,0.23469387755102042,0.030612244897959183,0.16326530612244897,0.7448275862068966,0.20833333333333334
"Bogusevic, Brian",2015,61,246,58,15,3,3,0,21,0,10,3,0,2,37,0.25862068965517243,0.29508196721311475,0.41379310344827586,0.7088750706613907,0.15517241379310343,0.3442622950819672,0.04918032786885246,0.37142857142857144,0.3076885245901639,120,0.4878048780487805,0.325,0.32857142857142857,37,37,0.5405405405405406,0.08108108108108109,0.32432432432432434,,,0.32432432432432434,0.02702702702702703,0.08108108108108109,0.6981132075471698,0.21621621621621623
"Bohm, Alec",2020,180,661,160,54,16,16,2,36,2,39,11,0,4,126,0.3375,0.4,0.48125,0.8812500000000001,0.14375,0.2,0.08888888888888889,0.4098360655737705,0.38117222222222225,314,0.4750378214826021,0.2515923566878981,0.25,126,126,0.5396825396825397,0.1984126984126984,0.25396825396825395,4.817460317460317,90.23650793650793,0.46825396825396826,0.10317460317460317,0.03968253968253968,0.7133956386292835,0.16593886462882096
"Bohm, Alec",2021,417,1673,380,94,31,31,2,111,4,72,15,0,7,273,0.24736842105263157,0.30455635491606714,0.34210526315789475,0.6466616180739619,0.09473684210526317,0.26618705035971224,0.07434052757793765,0.32706766917293234,0.2850431654676259,818,0.48894202032277345,0.2665036674816626,0.2601626016260163,273,271,0.5274725274725275,0.16483516483516483,0.28205128205128205,5.590405904059041,92.04428044280442,0.4945054945054945,0.06593406593406594,0.09523809523809523,0.7315270935960592,0.234006734006734
"Bohm, Alec",2022,695,2518,645,177,33,33,6,126,11,131,29,3,14,529,0.2744186046511628,0.3107913669064748,0.3937984496124031,0.704589816518878,0.11937984496124032,0.18129496402877698,0.04748201438848921,0.31589147286821706,0.30682158273381294,1295,0.5142970611596506,0.21698841698841698,0.3190512624330528,529,528,0.45746691871455575,0.21172022684310018,0.27599243856332706,10.215909090909092,90.16723484848485,0.43478260869565216,0.06805293005671077,0.13799621928166353,0.7250206440957886,0.1674259681093394
"Bohm, Alec",2023,663,2436,604,164,47,47,6,103,6,109,34,0,21,507,0.271523178807947,0.3273001508295626,0.43211920529801323,0.7594193561275758,0.1605960264900662,0.15535444947209653,0.07088989441930618,0.294238683127572,0.32834841628959277,1211,0.49712643678160917,0.18827415359207267,0.3009950248756219,507,507,0.4240631163708087,0.23274161735700197,0.2859960552268245,11.102564102564102,89.16508875739645,0.41222879684418146,0.05719921104536489,0.13806706114398423,0.6894308943089431,0.12264150943396226
"Bohm, Alec",2024,619,2161,568,156,39,39,6,86,6,95,44,2,15,487,0.2746478873239437,0.3247172859450727,0.43838028169014087,0.7630975676352136,0.1637323943661972,0.13893376413570274,0.0630048465266559,0.29809725158562367,0.3297043618739903,1075,0.4974548819990745,0.17488372093023255,0.27436140018921473,487,485,0.4681724845995893,0.22792607802874743,0.2546201232032854,10.16082474226804,90.33917525773195,0.4517453798767967,0.06776180698151951,0.1457905544147844,0.7110507246376812,0.10445859872611465
"Bohm, Alec",2025,520,1861,476,137,33,33,5,83,6,105,18,3,11,399,0.28781512605042014,0.33653846153846156,0.40756302521008403,0.7441014867485456,0.11974789915966388,0.1596153846153846,0.06346153846153846,0.3247422680412371,0.32445769230769234,888,0.47716281569048896,0.14864864864864866,0.25638051044083526,399,397,0.5012531328320802,0.20551378446115287,0.2731829573934837,6.994962216624685,90.90806045340051,0.46616541353383456,0.06516290726817042,0.09273182957393483,0.6676676676676677,0.10044977511244378
"Bohm, Alec",2026,512,1865,467,115,32,31,8,69,5,78,22,1,14,400,0.2462526766595289,0.302734375,0.3875802997858672,0.6903146747858673,0.14132762312633831,0.134765625,0.0625,0.2596401028277635,0.3028199608610567,865,0.46380697050938335,0.15953757225433526,0.2562162162162162,400,399,0.4725,0.2325,0.2425,9.132832080200501,90.5624060150376,0.425,0.0575,0.1075,0.6716577540106952,0.10509554140127389
"Bour, Justin",2018,54,223,49,11,4,4,1,13,0,7,3,0,1,36,0.22448979591836735,0.2962962962962963,0.3469387755102041,0.6432350718065003,0.12244897959183673,0.24074074074074073,0.07407407407407407,0.2857142857142857,0.28540740740740744,108,0.484304932735426,0.25,0.3565217391304348,36,34,0.4444444444444444,0.1388888888888889,0.25,,,0.3611111111111111,0.08333333333333333,0.1388888888888889,0.6078431372549019,0.1774193548387097
"Bourjos, Peter",2016,383,1332,355,89,17,15,4,91,1,57,20,7,5,271,0.2507042253521127,0.2917771883289125,0.38873239436619716,0.6805095826951096,0.1380281690140845,0.23759791122715404,0.044386422976501305,0.3230769230769231,0.29118133333333335,722,0.5420420420420421,0.2853185595567867,0.3559822747415066,271,258,0.5313653136531366,0.15498154981549817,0.23616236162361623,7.810077519379845,87.53294573643412,0.3284132841328413,0.025830258302583026,0.14391143911439114,0.7343511450381679,0.19750519750519752
"Brown, Domonic",2015,204,773,189,43,14,14,1,36,0,31,6,1,5,153,0.2275132275132275,0.28431372549019607,0.3492063492063492,0.6335200746965453,0.12169312169312169,0.17647058823529413,0.06862745098039216,0.25675675675675674,0.27991176470588236,389,0.5032341526520052,0.2159383033419023,0.3276699029126214,153,150,0.45751633986928103,0.1895424836601307,0.2549019607843137,12.413333333333334,87.02266666666667,0.28104575163398693,0.0457516339869281,0.16339869281045752,0.703601108033241,0.12992125984251968
"Bruce, Jay",2019,149,512,145,32,3,3,0,29,1,14,6,0,12,117,0.2206896551724138,0.2348993288590604,0.5103448275862069,0.7452441564452673,0.2896551724137931,0.19463087248322147,0.020134228187919462,0.19047619047619047,0.30088590604026844,309,0.603515625,0.2977346278317152,0.43462897526501765,117,117,0.3504273504273504,0.36752136752136755,0.18803418803418803,19.504273504273506,90.24273504273503,0.42735042735042733,0.09401709401709402,0.2222222222222222,0.8122270742358079,0.1935483870967742
"Bruce, Jay",2020,102,413,96,19,6,6,0,24,0,7,4,2,6,72,0.19791666666666666,0.24509803921568626,0.46875,0.7138480392156863,0.27083333333333337,0.23529411764705882,0.058823529411764705,0.19696969696969696,0.2972254901960784,222,0.5375302663438256,0.2882882882882883,0.2772727272727273,72,72,0.4027777777777778,0.3611111111111111,0.16666666666666666,15.347222222222221,88.98055555555555,0.3888888888888889,0.09722222222222222,0.19444444444444445,0.8341968911917098,0.18633540372670807
"Burriss, Emmanuel",2016,50,175,45,5,2,2,2,10,0,3,1,1,0,36,0.1111111111111111,0.1836734693877551,0.17777777777777778,0.3614512471655329,0.06666666666666668,0.2,0.04,0.14285714285714285,0.16875510204081634,94,0.5371428571428571,0.26595744680851063,0.32989690721649484,36,36,0.5555555555555556,0.2777777777777778,0.16666666666666666,,,0.2222222222222222,0.0,0.05555555555555555,0.7948717948717948,0.1935483870967742
"Cabrera, Asdrúbal",2018,185,666,171,39,12,12,2,38,0,21,13,0,5,133,0.22807017543859648,0.2864864864864865,0.391812865497076,0.6782993519835625,0.16374269005847952,0.20540540540540542,0.06486486486486487,0.265625,0.29495135135135137,333,0.5,0.25225225225225223,0.2903225806451613,133,129,0.42105263157894735,0.24812030075187969,0.24060150375939848,16.899224806201552,89.46666666666667,0.3533834586466165,0.06766917293233082,0.18796992481203006,0.7192429022082019,0.19736842105263158
"Camargo, Johan",2022,166,718,152,36,13,13,0,37,0,30,3,0,3,116,0.23684210526315788,0.296969696969697,0.3157894736842105,0.6127591706539075,0.07894736842105263,0.22289156626506024,0.0783132530120482,0.29464285714285715,0.2756121212121212,350,0.48746518105849584,0.24857142857142858,0.33827160493827163,116,116,0.43103448275862066,0.22413793103448276,0.2672413793103448,11.448275862068966,85.36120689655172,0.27586206896551724,0.02586206896551724,0.25,0.6805111821086262,0.19248826291079812
"Castellanos, Nick",2022,627,2320,589,150,32,32,4,148,2,106,31,0,13,443,0.2546689303904924,0.2966507177033493,0.3735144312393888,0.670165148942738,0.11884550084889645,0.23604465709728867,0.051036682615629984,0.3186046511627907,0.29451196172248806,1331,0.5737068965517241,0.32156273478587527,0.40208667736757625,443,441,0.42663656884875845,0.2866817155756208,0.22121896162528218,14.927437641723357,87.05079365079365,0.34085778781038373,0.06320541760722348,0.16027088036117382,0.7728119180633147,0.20722891566265061
"Castellanos, Nick",2023,721,2614,673,180,38,38,3,199,7,105,39,2,34,481,0.2674591381872214,0.3065187239944521,0.48291233283803864,0.7894310568324907,0.21545319465081725,0.27600554785020803,0.052704576976421634,0.32662192393736017,0.33443966712898754,1475,0.5642693190512624,0.3566101694915254,0.40848056537102473,481,480,0.4158004158004158,0.30145530145530147,0.23700623700623702,14.095833333333333,88.92229166666667,0.43243243243243246,0.1101871101871102,0.2079002079002079,0.7481234361968306,0.22519509476031216
"Castellanos, Nick",2024,676,2392,625,161,39,39,10,141,2,102,31,4,24,483,0.2576,0.3106508875739645,0.4352,0.7458508875739644,0.17759999999999998,0.20857988165680474,0.057692307692307696,0.29653679653679654,0.32317899408284023,1393,0.5823578595317725,0.3015075376884422,0.3821603927986907,483,482,0.37681159420289856,0.3064182194616977,0.2732919254658385,15.356846473029046,88.58029045643153,0.38716356107660455,0.08695652173913043,0.20910973084886128,0.7914529914529914,0.19114470842332612
"Castellanos, Nick",2025,605,2227,563,139,32,32,4,136,6,91,29,2,17,432,0.2468916518650089,0.2892561983471074,0.3960923623445826,0.68534856069169,0.14920071047957373,0.22479338842975208,0.05289256198347107,0.2932692307692308,0.29647438016528926,1316,0.590929501571621,0.2993920972644377,0.4104912572855953,432,430,0.3958333333333333,0.30787037037037035,0.26157407407407407,15.11860465116279,87.77255813953488,0.3449074074074074,0.07407407407407407,0.2037037037037037,0.8021442495126706,0.1859052247873633
"Cave, Jake",2023,206,830,187,40,15,15,1,56,2,25,9,1,5,134,0.21390374331550802,0.2731707317073171,0.35294117647058826,0.6261119081779054,0.13903743315508024,0.27184466019417475,0.07281553398058252,0.2734375,0.27329756097560975,406,0.4891566265060241,0.270935960591133,0.29832935560859186,134,134,0.3805970149253731,0.3582089552238806,0.23134328358208955,15.395522388059701,88.7544776119403,0.35074626865671643,0.07462686567164178,0.14925373134328357,0.683698296836983,0.18861209964412812
"Clemens, Kody",2023,148,609,139,32,8,8,1,40,0,21,7,0,4,99,0.2302158273381295,0.27702702702702703,0.3669064748201439,0.6439335018471709,0.13669064748201437,0.2702702702702703,0.05405405405405406,0.29473684210526313,0.2808175675675676,290,0.47619047619047616,0.2793103448275862,0.30103806228373703,99,99,0.40404040404040403,0.30303030303030304,0.24242424242424243,15.242424242424242,90.44141414141414,0.40404040404040403,0.06060606060606061,0.1919191919191919,0.634375,0.20689655172413793
"Clemens, Kody",2024,125,495,119,27,5,5,1,31,0,11,10,1,5,88,0.226890756302521,0.264,0.453781512605042,0.717781512605042,0.226890756302521,0.248,0.04,0.26506024096385544,0.305976,244,0.49292929292929294,0.26229508196721313,0.33191489361702126,88,88,0.375,0.36363636363636365,0.17045454545454544,18.897727272727273,89.3409090909091,0.42045454545454547,0.06818181818181818,0.25,0.6384615384615384,0.21084337349397592
"Crawford, J.P.",2017,87,407,70,15,16,16,0,22,1,10,4,1,0,49,0.21428571428571427,0.3563218390804598,0.3,0.6563218390804597,0.08571428571428572,0.25287356321839083,0.1839080459770115,0.30612244897959184,0.30273563218390803,167,0.4103194103194103,0.2155688622754491,0.19607843137254902,49,49,0.32653061224489793,0.2653061224489796,0.2857142857142857,,,0.22448979591836735,0.0,0.12244897959183673,0.6287128712871287,0.15748031496062992
"Crawford, J.P.",2018,137,604,117,25,13,13,5,37,0,13,6,3,3,82,0.21367521367521367,0.31851851851851853,0.39316239316239315,0.7116809116809117,0.1794871794871795,0.27007299270072993,0.0948905109489051,0.2857142857142857,0.31347407407407407,240,0.3973509933774834,0.275,0.1649122807017544,82,81,0.4146341463414634,0.2682926829268293,0.21951219512195122,15.320987654320987,87.00740740740741,0.34146341463414637,0.04878048780487805,0.23170731707317074,0.6056782334384858,0.20833333333333334
"Crawford, Justin",2026,379,1372,347,94,21,21,3,68,3,71,17,4,2,287,0.27089337175792505,0.3155080213903743,0.36023054755043227,0.6757385689408066,0.08933717579250722,0.17941952506596306,0.055408970976253295,0.32857142857142857,0.299048128342246,738,0.5379008746355685,0.18292682926829268,0.37920937042459735,287,285,0.5749128919860628,0.17421602787456447,0.21254355400696864,1.5017543859649123,85.20666666666668,0.34843205574912894,0.013937282229965157,0.09407665505226481,0.6952104499274311,0.12943632567849686
"Dahl, David",2024,63,266,59,12,3,3,0,21,1,7,2,0,3,38,0.2033898305084746,0.23809523809523808,0.3898305084745763,0.6279257465698144,0.1864406779661017,0.3333333333333333,0.047619047619047616,0.25,0.2682380952380952,144,0.5413533834586466,0.3333333333333333,0.363013698630137,38,38,0.42105263157894735,0.39473684210526316,0.15789473684210525,,,0.21052631578947367,0.07894736842105263,0.2894736842105263,0.7583333333333333,0.21978021978021978
"Dickerson, Corey",2019,137,584,133,39,3,3,0,33,1,19,10,2,8,101,0.2932330827067669,0.30656934306569344,0.5789473684210527,0.8855167114867462,0.28571428571428575,0.24087591240875914,0.021897810218978103,0.3333333333333333,0.36020437956204376,357,0.6113013698630136,0.2661064425770308,0.5,101,100,0.3069306930693069,0.18811881188118812,0.33663366336633666,18.6,87.351,0.3564356435643564,0.09900990099009901,0.25742574257425743,0.75,0.23076923076923078
"Eflin, Zach",2018,50,172,44,4,0,0,0,31,0,3,0,0,1,19,0.09090909090909091,0.09090909090909091,0.1590909090909091,0.25,0.06818181818181818,0.62,0.0,0.25,0.10615909090909091,97,0.563953488372093,0.5154639175257731,0.4722222222222222,19,13,0.8947368421052632,0.05263157894736842,0.0,,,0.21052631578947367,0.05263157894736842,0.0,0.63,0.3968253968253968
"Eflin, Zach",2019,52,180,50,8,0,0,0,27,0,7,1,0,0,25,0.16,0.16,0.18,0.33999999999999997,0.01999999999999999,0.5192307692307693,0.0,0.34782608695652173,0.14614000000000002,106,0.5888888888888889,0.4811320754716981,0.4025974025974026,25,21,0.48,0.24,0.24,,,0.16,0.0,0.12,0.7281553398058253,0.4
"Eickhoff, Jerad",2016,62,186,61,8,1,1,0,12,0,5,3,0,0,49,0.13114754098360656,0.14516129032258066,0.18032786885245902,0.3254891591750397,0.04918032786885246,0.1935483870967742,0.016129032258064516,0.16326530612244897,0.14204838709677417,109,0.5860215053763441,0.21100917431192662,0.41237113402061853,49,49,0.5714285714285714,0.1836734693877551,0.1836734693877551,,,0.2653061224489796,0.0,0.14285714285714285,0.7752808988764045,0.10144927536231885
"Florimón, Pedro",2018,76,345,71,16,5,5,0,30,0,7,6,1,2,41,0.22535211267605634,0.27631578947368424,0.4225352112676056,0.6988510007412898,0.19718309859154928,0.39473684210526316,0.06578947368421052,0.358974358974359,0.2991052631578947,157,0.45507246376811594,0.33121019108280253,0.23493975903614459,41,41,0.3170731707317073,0.24390243902439024,0.36585365853658536,,,0.43902439024390244,0.04878048780487805,0.2926829268292683,0.6628571428571428,0.2413793103448276
"Franco, Maikel",2015,335,1198,304,85,26,24,4,52,1,48,22,1,14,253,0.27960526315789475,0.34328358208955223,0.4967105263157895,0.8399941084053417,0.21710526315789475,0.15522388059701492,0.07761194029850746,0.29707112970711297,0.3597117117117117,572,0.4774624373956594,0.2395104895104895,0.2961240310077519,253,248,0.4782608695652174,0.1383399209486166,0.2964426877470356,9.774193548387096,88.83467741935483,0.3715415019762846,0.05928853754940711,0.18972332015810275,0.6884057971014492,0.14736842105263157
"Franco, Maikel",2016,630,2246,581,148,40,33,5,106,4,99,23,1,25,479,0.2547332185886403,0.30634920634920637,0.4268502581755594,0.7331994645247657,0.1721170395869191,0.16825396825396827,0.06349206349206349,0.2709251101321586,0.3111396468699839,1155,0.5142475512021372,0.24242424242424243,0.3213675213675214,479,474,0.453027139874739,0.19206680584551147,0.25260960334029225,11.767932489451477,89.53037974683545,0.407098121085595,0.06889352818371608,0.22964509394572025,0.7239776951672863,0.1668806161745828
"Franco, Maikel",2017,620,2334,575,132,38,38,2,95,5,78,29,1,24,485,0.22956521739130434,0.27741935483870966,0.40869565217391307,0.6861150070126227,0.17913043478260873,0.1532258064516129,0.06129032258064516,0.23427331887201736,0.29191290322580643,1174,0.5029991431019709,0.2231686541737649,0.2846715328467153,485,483,0.4577319587628866,0.22268041237113403,0.22061855670103092,11.440993788819876,88.82132505175983,0.3628865979381443,0.05979381443298969,0.1958762886597938,0.7468123861566485,0.17560975609756097
"Franco, Maikel",2018,458,1645,433,117,22,22,0,62,3,77,17,1,22,374,0.2702078521939954,0.3034934497816594,0.4665127020785219,0.7700061518601813,0.1963048498845265,0.13537117903930132,0.048034934497816595,0.26988636363636365,0.328382096069869,852,0.5179331306990882,0.21244131455399062,0.32109004739336494,374,372,0.4946524064171123,0.18983957219251338,0.20053475935828877,9.53763440860215,88.04623655913979,0.339572192513369,0.06417112299465241,0.1711229946524064,0.7269279393173198,0.1426086956521739
"Franco, Maikel",2019,409,1511,389,91,17,17,0,61,3,57,17,0,17,331,0.23393316195372751,0.26405867970660146,0.4087403598971722,0.6727990396037737,0.1748071979434447,0.1491442542787286,0.04156479217603912,0.2356687898089172,0.2811466992665036,778,0.514890800794176,0.21979434447300772,0.3391959798994975,331,330,0.43202416918429004,0.2175226586102719,0.20241691842900303,14.757575757575758,89.05212121212121,0.38368580060422963,0.06948640483383686,0.21148036253776434,0.7104895104895105,0.16338582677165353
"Francoeur, Jeff",2015,343,1183,326,84,13,13,1,77,3,54,16,1,13,252,0.25766871165644173,0.2857142857142857,0.4325153374233129,0.7182296231375986,0.17484662576687116,0.22448979591836735,0.037900874635568516,0.29707112970711297,0.308332361516035,666,0.5629754860524091,0.25225225225225223,0.4363354037267081,252,250,0.4126984126984127,0.21031746031746032,0.2896825396825397,14.184,87.9884,0.3333333333333333,0.047619047619047616,0.21031746031746032,0.7142857142857143,0.18181818181818182
"Galvis, Freddy",2015,603,2288,559,147,30,29,3,103,4,121,14,5,7,467,0.2629695885509839,0.30201342281879195,0.3434704830053667,0.6454839058241586,0.0805008944543828,0.17081260364842454,0.04975124378109453,0.3090507726269316,0.28350756302521013,1171,0.5118006993006993,0.19214346712211786,0.395503746877602,467,448,0.44325481798715205,0.21199143468950749,0.26552462526766596,12.814732142857142,85.40178571428571,0.22055674518201285,0.021413276231263382,0.17558886509635974,0.6408839779005525,0.11637931034482758
"Galvis, Freddy",2016,624,2365,584,141,25,19,3,136,4,92,26,3,20,460,0.24143835616438356,0.27435064935064934,0.398972602739726,0.6733232520903754,0.15753424657534246,0.21794871794871795,0.04006410256410257,0.2800925925925926,0.2842081967213115,1251,0.5289640591966174,0.21023181454836132,0.391025641025641,460,440,0.4282608695652174,0.2326086956521739,0.2717391304347826,13.75909090909091,87.01227272727273,0.27608695652173915,0.02826086956521739,0.23478260869565218,0.6830796777081468,0.14809960681520315
"Galvis, Freddy",2017,661,2641,608,155,43,43,4,111,4,108,29,6,12,503,0.25493421052631576,0.30652503793626706,0.3815789473684211,0.6881039853046882,0.1266447368421053,0.16792738275340394,0.06505295007564296,0.29243353783231085,0.29773444613050076,1292,0.4892086330935252,0.17724458204334365,0.3200290275761974,503,494,0.38966202783300197,0.23856858846918488,0.2823061630218688,14.81174089068826,85.88785425101214,0.23658051689860835,0.02385685884691849,0.19681908548707752,0.6735340729001584,0.11647058823529412
"Galvis, Freddy",2021,120,473,107,24,9,9,2,19,2,16,3,0,5,90,0.22429906542056074,0.2916666666666667,0.3925233644859813,0.684190031152648,0.16822429906542055,0.15833333333333333,0.075,0.2235294117647059,0.29580833333333334,215,0.45454545454545453,0.19069767441860466,0.27848101265822783,90,90,0.35555555555555557,0.28888888888888886,0.25555555555555554,17.155555555555555,84.99333333333333,0.3,0.03333333333333333,0.28888888888888886,0.6313559322033898,0.12080536912751678
