game_date,stand,pitch_type,pitch_name,release_speed,release_spin_rate,pfx_x,pfx_z,plate_x,plate_z,zone,description,events,sz_top,sz_bot,balls,strikes
2026-08-12,L,FF,4-Seam Fastball,94.0,2030.0,-0.68,1.34,0.5186854461354556,2.492250751465351,6,hit_into_play,field_out,3.476271326,1.754379921,2,0
2026-08-12,L,FF,4-Seam Fastball,93.9,2092.0,-0.8,1.18,0.5344183231017652,3.979362909737152,12,ball,,3.476271326,1.754379921,1,0
2026-08-12,L,FS,Split-Finger,87.2,1242.0,-0.97,0.21,0.4239458411845113,0.8212502227180183,14,blocked_ball,,3.476271326,1.754379921,0,0
2026-08-12,R,SL,Slider,83.6,1856.0,-0.05,0.09,0.3806066262113567,2.083937426349973,9,hit_into_play,field_out,3.299868766,1.665354331,0,0
2026-08-12,L,SL,Slider,84.7,1924.0,0.04,0.04,0.5208953139369674,2.052040092911737,9,hit_into_play,single,3.305134514,1.668011811,3,2
2026-08-12,L,FS,Split-Finger,87.8,1347.0,-1.13,-0.07,0.911707726288383,0.7230802429580936,14,foul,,3.305134514,1.668011811,3,2
2026-08-12,L,FF,4-Seam Fastball,95.1,2114.0,-0.91,1.53,0.6149210253943534,1.3023206916942682,14,ball,,3.305134514,1.668011811,2,2
2026-08-12,L,FF,4-Seam Fastball,94.7,2210.0,-0.93,1.37,1.0994564647862006,3.004287139308696,12,ball,,3.305134514,1.668011811,1,2
2026-08-12,L,FS,Split-Finger,86.3,1206.0,-1.04,0.07,0.5515279551892773,1.6046993998709214,9,foul,,3.305134514,1.668011811,1,2
2026-08-12,L,FF,4-Seam Fastball,95.2,1865.0,-0.78,1.4,0.5439921389733687,2.821977894564011,3,foul,,3.305134514,1.668011811,1,2
2026-08-12,L,FS,Split-Finger,86.2,1120.0,-1.2,-0.1,-0.6707978848235137,2.665737281893871,4,foul,,3.305134514,1.668011811,1,1
2026-08-12,L,FS,Split-Finger,88.5,1466.0,-1.34,0.1,0.5763357670992078,0.4911534799886805,14,ball,,3.305134514,1.668011811,0,1
2026-08-12,L,FF,4-Seam Fastball,94.9,2034.0,-0.8,1.24,-0.1910682364451905,1.5947272365306109,8,called_strike,,3.305134514,1.668011811,0,0
2026-08-12,L,SL,Slider,86.2,2072.0,-0.21,-0.05,0.3551102795737939,2.129840547935797,6,hit_into_play,field_out,3.205962927,1.617962598,1,1
2026-08-12,L,FF,4-Seam Fastball,94.7,2016.0,-0.78,1.42,-0.2419041166216198,2.7906310785196595,2,foul,,3.205962927,1.617962598,1,0
2026-08-12,L,FS,Split-Finger,87.7,1240.0,-1.39,0.35,1.070874896931335,1.196811947913075,14,ball,,3.205962927,1.617962598,0,0
2026-08-09,L,FF,4-Seam Fastball,94.2,1881.0,-0.73,1.27,-0.2442070404893248,1.7829206769351622,8,hit_into_play,field_out,3.168225066,1.598917323,0,1
2026-08-09,L,FS,Split-Finger,89.0,1155.0,-1.14,-0.16,-0.0828343746972382,2.353616211505663,5,called_strike,,3.168225066,1.598917323,0,0
2026-08-09,R,SL,Slider,85.7,1949.0,-0.01,0.2,0.1810155149533338,2.0317328214330503,8,hit_into_play,field_out,3.159448819,1.594488189,0,0
2026-08-09,L,FF,4-Seam Fastball,95.1,1940.0,-0.66,1.28,0.1441000267471258,1.835802470783924,8,called_strike,strikeout,3.18402231,1.606889764,3,2
2026-08-09,L,FF,4-Seam Fastball,94.8,1870.0,-0.92,0.95,-1.4217597885842084,3.855905833221777,11,ball,,3.18402231,1.606889764,2,2
2026-08-09,L,SL,Slider,86.8,1886.0,-0.24,0.14,0.5565810891152825,0.3774404093596013,14,ball,,3.18402231,1.606889764,1,2
2026-08-09,L,SL,Slider,86.3,2001.0,-0.04,0.3,0.3453694470750392,1.305767586380052,14,swinging_strike,,3.18402231,1.606889764,1,1
2026-08-09,L,FS,Split-Finger,87.3,1248.0,-1.07,-0.43,-0.1459295559288962,0.3964386814384988,13,ball,,3.18402231,1.606889764,0,1
2026-08-09,L,SL,Slider,85.6,2093.0,-0.26,0.1,-0.4360489707158622,1.6602085965777065,7,swinging_strike,,3.18402231,1.606889764,0,0
2026-08-09,L,FS,Split-Finger,87.4,1333.0,-1.02,-0.2,-0.2886941905672244,2.6572113867860345,1,hit_into_play,field_out,3.080462598,1.554625984,1,2
2026-08-09,L,FF,4-Seam Fastball,95.0,2028.0,-0.97,1.31,0.4389372265997109,1.4580320470916128,9,called_strike,,3.080462598,1.554625984,1,1
2026-08-09,L,FF,4-Seam Fastball,95.6,2070.0,-0.62,1.26,0.2152754250415518,2.600143916178617,5,foul,,3.080462598,1.554625984,1,0
2026-08-09,L,FS,Split-Finger,87.5,907.0,-1.14,-0.22,-1.5368480561121896,2.6185916485369325,11,ball,,3.080462598,1.554625984,0,0
2026-08-09,R,FF,4-Seam Fastball,95.3,1993.0,-0.97,1.15,-0.125799665254098,2.087283968650553,5,hit_into_play,grounded_into_double_play,3.042724738,1.535580709,3,1
2026-08-09,R,FF,4-Seam Fastball,94.7,1999.0,-0.86,1.08,0.2312950325689657,1.753186648314123,8,called_strike,,3.042724738,1.535580709,3,0
2026-08-09,R,FF,4-Seam Fastball,94.7,2151.0,-0.98,1.31,0.4009245821935632,0.941390055610986,14,ball,,3.042724738,1.535580709,2,0
2026-08-09,R,FF,4-Seam Fastball,96.4,2198.0,-0.86,1.23,-0.1113059033729865,1.321976146679395,13,ball,,3.042724738,1.535580709,1,0
2026-08-09,R,FF,4-Seam Fastball,94.6,2042.0,-1.02,1.19,-0.0641021924594318,1.2106171432976334,13,ball,,3.042724738,1.535580709,0,0
2026-08-09,R,SL,Slider,85.9,1964.0,-0.04,0.23,1.1092030102913175,1.7281625048216682,14,hit_into_play,single,3.326197507,1.678641732,0,1
2026-08-09,R,SL,Slider,85.2,2026.0,-0.06,0.26,0.5313865829044411,1.5912537708800083,9,swinging_strike,,3.326197507,1.678641732,0,0
2026-08-07,L,FF,4-Seam Fastball,93.4,1896.0,-0.69,1.32,0.8447532598491314,3.0264175218793845,12,swinging_strike,strikeout,3.016395997,1.522293307,1,2
2026-08-07,L,FF,4-Seam Fastball,94.6,2064.0,-0.9,1.3,0.7338702762033337,2.5100767092217025,6,swinging_strike,,3.016395997,1.522293307,1,1
2026-08-07,L,FF,4-Seam Fastball,94.7,2166.0,-0.87,1.45,0.5978419464728775,1.8062379856913933,9,foul,,3.016395997,1.522293307,1,0
2026-08-07,L,FF,4-Seam Fastball,95.3,2166.0,-1.07,1.29,-0.7059327470274781,1.0112887923809089,13,ball,,3.016395997,1.522293307,0,0
2026-08-07,R,FS,Split-Finger,87.8,1329.0,-1.11,0.19,0.0123171242351562,1.7390425293818126,8,hit_into_play,field_out,3.326197507,1.678641732,1,2
2026-08-07,R,FF,4-Seam Fastball,93.9,2088.0,-0.55,1.22,0.5152266590341384,1.653629745202469,9,called_strike,,3.326197507,1.678641732,1,1
2026-08-07,R,SL,Slider,86.8,1991.0,-0.12,0.1,1.4964395869481069,2.011944759052311,14,ball,,3.326197507,1.678641732,0,1
2026-08-07,R,FF,4-Seam Fastball,94.8,2120.0,-0.68,1.26,-0.2870751617487348,1.9310157920973463,7,called_strike,,3.326197507,1.678641732,0,0
2026-08-07,R,FF,4-Seam Fastball,95.0,2075.0,-0.68,1.32,-0.4944039703582983,2.152330489444828,7,hit_into_play,fielders_choice,3.283193898,1.656938976,1,1
2026-08-07,R,FF,4-Seam Fastball,95.8,2159.0,-0.61,1.4,0.145067488516445,2.262474962040065,5,called_strike,,3.283193898,1.656938976,1,0
2026-08-07,R,SL,Slider,86.9,2026.0,-0.39,0.16,0.9368633432133924,1.5633955176007657,14,ball,,3.283193898,1.656938976,0,0
2026-08-07,L,FF,4-Seam Fastball,94.4,1944.0,-0.82,1.33,0.6602121350537176,3.0959245267030533,3,hit_into_play,field_out,3.238435039,1.634350394,0,2
2026-08-07,L,FF,4-Seam Fastball,95.6,1949.0,-0.72,1.15,0.5713802225308073,2.3107346709743664,6,called_strike,,3.238435039,1.634350394,0,1
2026-08-07,L,FF,4-Seam Fastball,93.7,1803.0,-0.87,1.31,0.0029313367271719,2.7921307912723536,2,foul,,3.238435039,1.634350394,0,0
2026-08-07,L,FS,Split-Finger,87.6,1225.0,-1.17,0.23,-0.1351644922438046,2.237153557347553,5,hit_into_play,single,3.168225066,1.598917323,0,1
2026-08-07,L,SL,Slider,86.3,1897.0,-0.26,0.05,0.3585990364634381,2.3536403687584904,6,called_strike,,3.168225066,1.598917323,0,0
2026-08-07,L,FF,4-Seam Fastball,94.2,2083.0,-0.74,1.27,-0.4675578019284598,2.8101462524961325,1,hit_into_play,single,3.093626969,1.561269685,2,1
2026-08-07,L,FS,Split-Finger,87.4,1204.0,-1.0,-0.48,-0.8282097557176811,2.965312172139378,1,ball,,3.093626969,1.561269685,1,1
2026-08-07,L,FS,Split-Finger,86.5,1370.0,-1.08,0.0,0.9849937827980716,-0.1107462482117367,14,ball,,3.093626969,1.561269685,0,1
2026-08-07,L,FF,4-Seam Fastball,94.7,2092.0,-0.85,0.88,-0.4148996510641031,2.128808268674623,4,called_strike,,3.093626969,1.561269685,0,0
2026-08-04,R,FF,4-Seam Fastball,94.7,2017.0,-0.84,1.37,-0.2703462201475392,1.8452899408605767,8,hit_into_play,grounded_into_double_play,3.15593832,1.592716535,1,0
2026-08-04,R,SL,Slider,85.8,1923.0,-0.12,0.19,-0.139694148047751,3.5421078617539714,11,ball,,3.15593832,1.592716535,0,0
2026-08-04,R,FF,4-Seam Fastball,94.4,1912.0,-0.65,1.13,0.4731744576078311,3.1533821035944283,3,hit_into_play,single,3.326197507,1.678641732,2,2
2026-08-04,R,FF,4-Seam Fastball,94.6,2009.0,-0.54,1.32,-0.6923293240985836,3.583311950208964,11,foul,,3.326197507,1.678641732,2,2
2026-08-04,R,FS,Split-Finger,85.8,1206.0,-0.93,-0.36,-0.8727903115783261,3.097252229734348,11,foul,,3.326197507,1.678641732,2,1
2026-08-04,R,FF,4-Seam Fastball,95.1,2067.0,-0.58,1.58,-0.2288038264750171,3.326473050348068,2,foul,,3.326197507,1.678641732,2,0
2026-08-04,R,SL,Slider,86.9,2084.0,-0.16,0.2,1.4387260748421846,1.812477640524333,14,ball,,3.326197507,1.678641732,1,0
2026-08-04,R,FF,4-Seam Fastball,94.1,2022.0,-0.36,1.49,-0.3408903544482171,5.261523984562224,11,ball,,3.326197507,1.678641732,0,0
2026-08-04,R,FS,Split-Finger,87.3,1251.0,-1.08,-0.08,0.1047758475641187,1.957082497880009,8,hit_into_play,field_out,3.283193898,1.656938976,0,1
2026-08-04,R,SL,Slider,86.6,2051.0,-0.22,0.2,0.6562775035504282,1.9425040467457408,9,foul_tip,,3.283193898,1.656938976,0,0
2026-08-01,L,FS,Split-Finger,88.2,1166.0,-0.71,-0.19,0.0140972472555732,2.082915559010876,8,hit_into_play,field_out,3.259498032,1.644980315,0,2
2026-08-01,L,FF,4-Seam Fastball,97.0,2090.0,-0.89,1.26,-0.3792848895902597,2.795307470715006,1,foul,,3.259498032,1.644980315,0,1
2026-08-01,L,FF,4-Seam Fastball,96.1,2007.0,-0.49,1.17,0.0522344368673461,3.1518744194293165,2,foul,,3.259498032,1.644980315,0,0
2026-08-01,R,FF,4-Seam Fastball,95.4,1874.0,-0.98,0.97,0.0703542605378688,2.639979392299128,5,hit_into_play,field_out,3.255109908,1.642765748,0,1
2026-08-01,R,FF,4-Seam Fastball,95.9,1836.0,-1.08,0.96,0.1546663022624892,1.9155770002986248,8,called_strike,,3.255109908,1.642765748,0,0
2026-08-01,L,FF,4-Seam Fastball,94.5,1823.0,-1.01,1.12,0.4164964596154885,2.438662815153414,6,hit_into_play,field_out,3.031666667,1.53,1,0
2026-08-01,L,SL,Slider,85.1,1868.0,-0.02,0.06,-1.304831061208207,2.9799862765523093,11,ball,,3.031666667,1.53,0,0
2026-08-01,L,FF,4-Seam Fastball,95.4,2141.0,-0.66,1.16,-0.5806032476047548,2.665302625061305,1,hit_into_play,double,2.959350394,1.493503937,1,2
2026-08-01,L,FS,Split-Finger,88.6,1341.0,-0.83,-0.25,-0.5338255088653401,0.8413817955233793,13,ball,,2.959350394,1.493503937,0,2
2026-08-01,L,FF,4-Seam Fastball,95.2,2102.0,-0.61,1.19,0.1202262182349354,1.7212298522688547,8,called_strike,,2.959350394,1.493503937,0,1
2026-08-01,L,FF,4-Seam Fastball,95.3,2078.0,-0.73,1.3,-0.1601550050839901,3.4551460054486283,11,foul,,2.959350394,1.493503937,0,0
2026-08-01,R,FF,4-Seam Fastball,97.2,1843.0,-0.7,1.29,0.0347073437712804,3.404454038822017,12,swinging_strike,strikeout,3.222637795,1.626377953,2,2
2026-08-01,R,FF,4-Seam Fastball,96.9,1906.0,-0.78,1.2,-0.1419447662475802,3.414068154678412,11,foul,,3.222637795,1.626377953,2,2
2026-08-01,R,FS,Split-Finger,90.1,1293.0,-0.87,0.05,0.1473615947436636,1.476018549242832,14,foul,,3.222637795,1.626377953,2,2
2026-08-01,R,FS,Split-Finger,89.7,1297.0,-0.66,0.01,1.0858746201186218,0.2132699630624981,14,ball,,3.222637795,1.626377953,1,2
2026-08-01,R,FF,4-Seam Fastball,97.2,1982.0,-0.67,1.22,0.6622321570760402,2.7649614814439016,3,foul,,3.222637795,1.626377953,1,2
2026-08-01,R,SL,Slider,87.6,2096.0,0.01,0.18,1.6196520844795688,0.7121688901690346,14,blocked_ball,,3.222637795,1.626377953,0,2
2026-08-01,R,FF,4-Seam Fastball,96.7,1830.0,-0.74,1.16,0.3829260266139552,2.8002628934054057,3,foul,,3.222637795,1.626377953,0,2
2026-08-01,R,SL,Slider,87.1,1964.0,0.03,0.21,-0.1912613230078506,1.7690105356630972,8,foul,,3.222637795,1.626377953,0,2
2026-08-01,R,FF,4-Seam Fastball,95.2,1799.0,-0.66,1.34,-0.7768739672718085,3.046416420256353,1,foul,,3.222637795,1.626377953,0,1
2026-08-01,R,FF,4-Seam Fastball,95.5,1816.0,-0.49,1.26,-0.3059452993297976,2.8114249562122358,1,foul,,3.222637795,1.626377953,0,0
2026-08-01,L,FF,4-Seam Fastball,97.4,2107.0,-0.68,1.41,-0.2859624702362052,3.402531912417071,11,swinging_strike,strikeout,3.010252625,1.519192913,1,2
2026-08-01,L,FS,Split-Finger,89.7,1331.0,-0.78,0.2,0.7133289011965914,0.6475806152590717,14,blocked_ball,,3.010252625,1.519192913,0,2
2026-08-01,L,FF,4-Seam Fastball,96.6,2135.0,-1.04,1.27,-0.1241849747557899,2.4918194689964284,5,foul,,3.010252625,1.519192913,0,1
2026-08-01,L,FF,4-Seam Fastball,95.6,2014.0,-0.95,1.2,-0.1609746217893588,2.542202447391705,5,foul,,3.010252625,1.519192913,0,0
2026-07-29,R,SL,Slider,85.3,1960.0,-0.12,0.16,-0.1167198639212708,0.9382625398414062,13,swinging_strike,strikeout,3.372711614,1.702116142,0,2
2026-07-29,R,SL,Slider,84.3,2009.0,-0.04,0.06,0.1013197302568376,1.80887450879334,8,swinging_strike,,3.372711614,1.702116142,0,1
2026-07-29,R,FF,4-Seam Fastball,94.1,1999.0,-0.81,1.42,0.080267558998561,1.88399792859536,8,called_strike,,3.372711614,1.702116142,0,0
2026-07-29,R,FF,4-Seam Fastball,94.5,2025.0,-0.83,1.29,0.6150286963181617,3.1434589814938683,3,swinging_strike,strikeout,3.283193898,1.656938976,0,2
2026-07-29,R,SL,Slider,85.8,1958.0,-0.09,0.13,0.3707726428507732,1.9134896191845343,9,called_strike,,3.283193898,1.656938976,0,1
2026-07-29,R,SL,Slider,85.9,1888.0,-0.26,0.11,0.3365629192843267,1.4001143261901574,14,swinging_strike,,3.283193898,1.656938976,0,0
2026-07-29,L,FF,4-Seam Fastball,93.8,1967.0,-0.75,1.26,0.9425924280253144,-0.3927132833775238,14,ball,walk,3.259498032,1.644980315,3,1
2026-07-29,L,FS,Split-Finger,88.2,1200.0,-1.09,-0.28,0.4628622371664008,-0.8038361485126213,14,ball,,3.259498032,1.644980315,2,1
2026-07-29,L,FS,Split-Finger,87.1,1053.0,-0.99,0.22,0.3538753328257797,1.811786757176565,9,swinging_strike,,3.259498032,1.644980315,2,0
2026-07-29,L,FS,Split-Finger,88.6,1407.0,-1.09,0.1,1.0095802717259472,1.0160959383031374,14,blocked_ball,,3.259498032,1.644980315,1,0
2026-07-29,L,FF,4-Seam Fastball,93.3,1876.0,-0.72,1.2,-0.7766032498311318,1.9128138776229715,7,ball,,3.259498032,1.644980315,0,0
2026-07-29,R,FF,4-Seam Fastball,91.9,1814.0,-0.85,1.1,-0.8068417076386093,3.3663514964681718,11,hit_into_play,field_out,3.217372047,1.623720472,0,0
2026-07-29,L,FS,Split-Finger,80.7,1235.0,-1.13,0.13,3.0720385232397804,2.695410426720012,12,hit_by_pitch,hit_by_pitch,3.334973753,1.683070866,0,2
2026-07-29,L,FS,Split-Finger,87.4,1170.0,-1.32,0.3,-0.5942373508636938,1.1957288353705318,13,swinging_strike,,3.334973753,1.683070866,0,1
2026-07-29,L,FF,4-Seam Fastball,95.8,2047.0,-0.9,1.34,0.6485965369542805,1.7003018742775082,9,called_strike,,3.334973753,1.683070866,0,0
2026-07-29,R,FF,4-Seam Fastball,93.9,1950.0,-0.85,1.28,0.0707883702793519,1.8172523245939125,8,hit_into_play,single,3.212983924,1.621505906,2,0
