game_year,game_date,cum_pa,cum_woba
2022,2022-06-03,83,0.19271084337349398
2022,2022-06-03,84,0.19041666666666665
2022,2022-06-03,85,0.18817647058823528
2022,2022-06-03,86,0.1962674418604651
2022,2022-06-04,87,0.2019310344827586
2022,2022-06-04,88,0.1996363636363636
2022,2022-06-04,89,0.19739325842696626
2022,2022-06-04,90,0.20285555555555554
2022,2022-06-05,91,0.20062637362637362
2022,2022-06-05,92,0.19844565217391302
2022,2022-06-05,93,0.19631182795698923
2022,2022-06-05,94,0.19422340425531912
2022,2022-06-05,95,0.21398947368421053
2022,2022-06-07,96,0.21176041666666667
2022,2022-06-07,97,0.20957731958762887
2022,2022-06-07,98,0.2074387755102041
2022,2022-06-07,99,0.20534343434343436
2022,2022-06-08,100,0.22401
2022,2022-06-08,101,0.23054455445544556
2022,2022-06-08,102,0.2406470588235294
2022,2022-06-08,103,0.24689320388349514
2022,2022-06-09,104,0.24451923076923077
2022,2022-06-09,105,0.24219047619047618
2022,2022-06-09,106,0.24640566037735848
2022,2022-06-09,107,0.24410280373831775
2022,2022-06-10,108,0.2500277777777778
2022,2022-06-10,109,0.24773394495412845
2022,2022-06-10,110,0.2454818181818182
2022,2022-06-10,111,0.24327027027027026
2022,2022-06-11,112,0.2595982142857143
2022,2022-06-11,113,0.2573008849557522
2022,2022-06-11,114,0.2550438596491228
2022,2022-06-12,115,0.25881739130434783
2022,2022-06-12,116,0.2565862068965517
2022,2022-06-12,117,0.26194871794871794
2022,2022-06-12,118,0.25972881355932204
2022,2022-06-13,119,0.25754621848739495
2022,2022-06-13,120,0.2554
2022,2022-06-13,121,0.2532892561983471
2022,2022-06-13,122,0.25121311475409835
2022,2022-06-14,123,0.24917073170731707
2022,2022-06-14,124,0.24716129032258063
2022,2022-06-15,125,0.24518399999999999
2022,2022-06-15,126,0.24323809523809523
2022,2022-06-15,127,0.24132283464566928
2022,2022-06-16,128,0.2394375
2022,2022-06-17,129,0.2375813953488372
2022,2022-06-17,130,0.23575384615384615
2022,2022-06-17,131,0.23395419847328244
2022,2022-06-17,132,0.23218181818181818
2022,2022-06-17,133,0.2304360902255639
2022,2022-06-17,134,0.22871641791044775
2022,2022-06-17,135,0.2270222222222222
2022,2022-06-17,136,0.2253529411764706
2022,2022-06-18,137,0.2237080291970803
2022,2022-06-18,138,0.22208695652173913
2022,2022-06-18,139,0.22048920863309351
2022,2022-06-18,140,0.2189142857142857
2022,2022-06-19,141,0.21736170212765957
2022,2022-06-19,142,0.22205633802816901
2022,2022-06-19,143,0.22050349650349652
2022,2022-06-19,144,0.21897222222222223
2022,2022-06-22,145,0.21746206896551723
2022,2022-06-22,146,0.21597260273972602
2022,2022-06-22,147,0.21919047619047616
2022,2022-06-23,148,0.21770945945945944
2022,2022-06-23,149,0.22471140939597314
2022,2022-06-23,150,0.22321333333333332
2022,2022-06-24,151,0.22173509933774835
2022,2022-06-24,152,0.22027631578947368
2022,2022-06-24,153,0.21883660130718954
2022,2022-06-26,154,0.22315584415584416
2022,2022-06-26,155,0.22171612903225807
2022,2022-06-26,156,0.22471153846153846
2022,2022-06-26,157,0.22328025477707006
2022,2022-06-28,158,0.2274620253164557
2022,2022-06-28,159,0.2260314465408805
2022,2022-06-28,160,0.23014375
2022,2022-06-29,161,0.23299378881987579
2022,2022-06-29,162,0.23155555555555557
2022,2022-06-29,163,0.23436196319018404
2022,2022-06-30,164,0.23832317073170733
2022,2022-06-30,165,0.24105454545454547
2022,2022-06-30,166,0.2449277108433735
2022,2022-06-30,167,0.2434610778443114
2022,2022-07-01,168,0.24201190476190476
2022,2022-07-01,169,0.24057988165680474
2022,2022-07-01,170,0.24436470588235296
2022,2022-07-01,171,0.2429356725146199
2022,2022-07-02,172,0.24666279069767444
2022,2022-07-02,173,0.2452369942196532
2022,2022-07-02,174,0.2477873563218391
2022,2022-07-02,175,0.24637142857142857
2022,2022-07-03,176,0.24888636363636366
2022,2022-07-03,177,0.24748022598870056
2022,2022-07-03,178,0.24608988764044945
2022,2022-07-05,179,0.24471508379888268
2022,2022-07-05,180,0.2482666666666667
2022,2022-07-05,181,0.2507016574585635
2022,2022-07-05,182,0.2493241758241758
2022,2022-07-05,183,0.24796174863387976
2022,2022-07-06,184,0.24661413043478259
2022,2022-07-06,185,0.24528108108108104
2022,2022-07-06,186,0.24396236559139783
2022,2022-07-07,187,0.24265775401069517
2022,2022-07-07,188,0.24136702127659573
2022,2022-07-07,189,0.24008994708994708
2022,2022-07-07,190,0.23882631578947366
2022,2022-07-08,191,0.23757591623036647
2022,2022-07-08,192,0.23633854166666665
2022,2022-07-08,193,0.23511398963730568
2022,2022-07-09,194,0.23390206185567008
2022,2022-07-09,195,0.23270256410256407
2022,2022-07-09,196,0.23503061224489794
2022,2022-07-09,197,0.23383756345177661
2022,2022-07-10,198,0.23265656565656564
2022,2022-07-10,199,0.23592964824120602
2022,2022-07-10,200,0.23917
2022,2022-07-10,201,0.23798009950248755
2022,2022-07-11,202,0.2368019801980198
2022,2022-07-11,203,0.23563546798029555
2022,2022-07-11,204,0.23448039215686273
2022,2022-07-12,205,0.23764878048780486
2022,2022-07-12,206,0.2465533980582524
2022,2022-07-12,207,0.2453623188405797
2022,2022-07-12,208,0.2441826923076923
2022,2022-07-13,209,0.24301435406698566
2022,2022-07-13,210,0.24185714285714285
2022,2022-07-13,211,0.2505308056872038
2022,2022-07-15,212,0.2493490566037736
2022,2022-07-15,213,0.24817840375586855
2022,2022-07-15,214,0.24701869158878506
2022,2022-07-15,215,0.24586976744186048
2022,2022-07-16,216,0.2447314814814815
2022,2022-07-16,217,0.2494147465437788
2022,2022-07-16,218,0.24827064220183484
2022,2022-07-16,219,0.25289497716894976
2022,2022-07-16,220,0.25174545454545455
2022,2022-07-22,221,0.2537239819004525
2022,2022-07-22,222,0.25258108108108107
2022,2022-07-22,223,0.25144843049327353
2022,2022-07-23,224,0.2542723214285714
2022,2022-07-23,225,0.2531422222222222
2022,2022-07-23,226,0.255070796460177
2022,2022-07-23,227,0.25394713656387663
2022,2022-07-24,228,0.25283333333333335
2022,2022-07-24,229,0.257235807860262
2022,2022-07-24,230,0.2561173913043478
2022,2022-07-24,231,0.257991341991342
2022,2022-07-25,232,0.2623146551724138
2022,2022-07-25,233,0.26118884120171676
2022,2022-07-25,234,0.2600726495726496
2022,2022-07-25,235,0.26778297872340423
2022,2022-07-26,236,0.26664830508474574
2022,2022-07-26,237,0.26552320675105484
2022,2022-07-26,238,0.26440756302521007
2022,2022-07-26,239,0.2633012552301255
2022,2022-07-27,240,0.2622041666666666
2022,2022-07-27,241,0.26397510373443983
2022,2022-07-27,242,0.2628842975206611
2022,2022-07-27,243,0.26544032921810695
2022,2022-07-28,244,0.2643524590163934
2022,2022-07-28,245,0.2632734693877551
2022,2022-07-28,246,0.2622032520325203
2022,2022-07-28,247,0.26472064777327936
2022,2022-07-28,248,0.2636532258064516
2022,2022-07-29,249,0.26259437751004017
2022,2022-07-29,250,0.261544
2022,2022-07-30,251,0.2640239043824701
2022,2022-07-30,252,0.2629761904761905
2022,2022-07-30,253,0.2619367588932806
2022,2022-07-30,254,0.2609055118110236
2022,2022-07-31,255,0.2633490196078431
2022,2022-07-31,256,0.2623203125
2022,2022-07-31,257,0.26473929961089493
2022,2022-07-31,258,0.26371317829457364
2022,2022-07-31,259,0.2626949806949807
2022,2022-08-02,260,0.26168461538461535
2022,2022-08-02,261,0.2606819923371647
2022,2022-08-02,262,0.26306106870229007
2022,2022-08-02,263,0.26206083650190115
2022,2022-08-03,264,0.2610681818181818
2022,2022-08-03,265,0.2600830188679245
2022,2022-08-03,266,0.2591052631578947
2022,2022-08-03,267,0.2581348314606741
2022,2022-08-04,268,0.2571716417910448
2022,2022-08-04,269,0.25950185873605947
2022,2022-08-05,270,0.25854074074074074
2022,2022-08-05,271,0.25758671586715864
2022,2022-08-05,272,0.2566397058823529
2022,2022-08-05,273,0.25569963369963367
2022,2022-08-06,274,0.2606094890510949
2022,2022-08-06,275,0.25966181818181816
2022,2022-08-06,276,0.26192391304347823
2022,2022-08-06,277,0.2609783393501805
2022,2022-08-07,278,0.2600395683453237
2022,2022-08-07,279,0.2591075268817204
2022,2022-08-07,280,0.25818214285714286
2022,2022-08-07,281,0.26040925266903914
2022,2022-08-07,282,0.26395744680851063
2022,2022-08-10,283,0.26302473498233214
2022,2022-08-10,284,0.26452464788732394
2022,2022-08-10,285,0.2666982456140351
2022,2022-08-11,286,0.26576573426573424
2022,2022-08-11,287,0.2648397212543554
2022,2022-08-11,288,0.26698958333333334
2022,2022-08-11,289,0.26912456747404845
2022,2022-08-12,290,0.2725448275862069
2022,2022-08-12,291,0.2740824742268041
2022,2022-08-12,292,0.2761712328767123
2022,2022-08-12,293,0.2782457337883959
2022,2022-08-12,294,0.2772993197278911
2022,2022-08-13,295,0.2763593220338983
2022,2022-08-13,296,0.27542567567567566
2022,2022-08-13,297,0.2774747474747475
2022,2022-08-13,298,0.2765436241610738
2022,2022-08-14,299,0.27561872909699
2022,2022-08-14,300,0.2747
2022,2022-08-14,301,0.27378737541528236
2022,2022-08-14,302,0.27580794701986755
2022,2022-08-14,303,0.2748976897689769
2022,2022-08-15,304,0.2769013157894737
2022,2022-08-15,305,0.2788918032786885
2022,2022-08-15,306,0.2779803921568627
2022,2022-08-15,307,0.2799543973941368
2022,2022-08-15,308,0.27904545454545454
2022,2022-08-16,309,0.2781423948220065
2022,2022-08-16,310,0.27724516129032256
2022,2022-08-16,311,0.27635369774919616
2022,2022-08-16,312,0.2754679487179487
2022,2022-08-16,313,0.27458785942492014
2022,2022-08-16,314,0.2737133757961783
2022,2022-08-19,315,0.27792698412698413
2022,2022-08-19,316,0.2770474683544304
2022,2022-08-19,317,0.27617350157728704
2022,2022-08-19,318,0.2753050314465409
2022,2022-08-20,319,0.2744420062695925
2022,2022-08-20,320,0.2757375
2022,2022-08-20,321,0.2788068535825545
2022,2022-08-20,322,0.27794099378881987
2022,2022-08-21,323,0.2770804953560371
2022,2022-08-21,324,0.2789537037037037
2022,2022-08-21,325,0.27809538461538463
2022,2022-08-21,326,0.27995398773006136
2022,2022-08-21,327,0.27909785932721715
2022,2022-08-22,328,0.2845640243902439
2022,2022-08-22,329,0.28369908814589667
2022,2022-08-22,330,0.28283939393939395
2022,2022-08-22,331,0.28198489425981876
2022,2022-08-23,332,0.28493373493975904
2022,2022-08-24,333,0.28407807807807806
2022,2022-08-24,334,0.28529041916167663
2022,2022-08-24,335,0.28443880597014926
2022,2022-08-24,336,0.2835922619047619
2022,2022-08-24,337,0.2864925816023739
2022,2022-08-25,338,0.28937573964497043
2022,2022-08-25,339,0.2885221238938053
2022,2022-08-25,340,0.2897
2022,2022-08-25,341,0.288850439882698
2022,2022-08-26,342,0.2880058479532164
2022,2022-08-26,343,0.28716618075801753
2022,2022-08-26,344,0.2863313953488372
2022,2022-08-26,345,0.288063768115942
2022,2022-08-27,346,0.28723121387283235
2022,2022-08-27,347,0.28640345821325647
2022,2022-08-27,348,0.2855804597701149
2022,2022-08-27,349,0.28476217765042977
2022,2022-08-28,350,0.28591714285714287
2022,2022-08-28,351,0.28510256410256407
2022,2022-08-28,352,0.28429261363636366
2022,2022-08-28,353,0.28348725212464587
2022,2022-08-29,354,0.28518361581920904
2022,2022-08-29,355,0.28438028169014085
2022,2022-08-29,356,0.2835814606741573
2022,2022-08-29,357,0.28471708683473385
2022,2022-08-30,358,0.28392178770949716
2022,2022-08-30,359,0.2831309192200557
2022,2022-08-30,360,0.2823444444444444
2022,2022-09-02,361,0.2815623268698061
2022,2022-09-02,362,0.28322651933701654
2022,2022-09-02,363,0.2824462809917355
2022,2022-09-03,364,0.28409890109890107
2022,2022-09-03,365,0.2889972602739726
2022,2022-09-03,366,0.28820765027322404
2022,2022-09-03,367,0.28983106267029973
2022,2022-09-04,368,0.29144565217391305
2022,2022-09-04,369,0.29065582655826555
2022,2022-09-04,370,0.28987027027027024
2022,2022-09-04,371,0.289088948787062
2022,2022-09-08,372,0.28831182795698923
2022,2022-09-08,373,0.29091957104557636
2022,2022-09-08,374,0.2925053475935829
2022,2022-09-08,375,0.29408266666666666
2022,2022-09-09,376,0.2933005319148936
2022,2022-09-09,377,0.29252254641909814
2022,2022-09-09,378,0.29408730158730156
2022,2022-09-09,379,0.29331134564643796
2022,2022-09-10,380,0.29435263157894737
2022,2022-09-10,381,0.2935800524934383
2022,2022-09-10,382,0.29281151832460733
2022,2022-09-10,383,0.29204699738903395
2022,2022-09-11,384,0.29128645833333333
2022,2022-09-11,385,0.2923194805194805
2022,2022-09-11,386,0.2915621761658031
2022,2022-09-11,387,0.29080878552971573
2022,2022-09-13,388,0.2900592783505154
2022,2022-09-13,389,0.291586118251928
2022,2022-09-13,390,0.29083846153846155
2022,2022-09-13,391,0.2900946291560102
2022,2022-09-14,392,0.2893545918367347
2022,2022-09-14,393,0.288618320610687
2022,2022-09-14,394,0.2901294416243655
2022,2022-09-14,395,0.28939493670886074
2022,2022-09-15,396,0.2886641414141414
2022,2022-09-15,397,0.28793702770780855
2022,2022-09-15,398,0.2903819095477387
2022,2022-09-15,399,0.29186967418546367
2022,2022-09-16,400,0.29114
2022,2022-09-16,401,0.29213216957605986
2022,2022-09-16,402,0.29140547263681593
2022,2022-09-16,403,0.29068238213399505
2022,2022-09-17,404,0.2899628712871287
2022,2022-09-17,405,0.2909481481481482
2022,2022-09-17,406,0.2924088669950739
2022,2022-09-17,407,0.29386240786240786
2022,2022-09-18,408,0.2931421568627451
2022,2022-09-18,409,0.29242542787286063
2022,2022-09-18,410,0.29171219512195123
2022,2022-09-18,411,0.2910024330900243
2022,2022-09-20,412,0.2902961165048544
2022,2022-09-20,413,0.29173365617433417
2022,2022-09-20,414,0.2910289855072464
2022,2022-09-20,415,0.2919879518072289
2022,2022-09-20,416,0.2912860576923077
2022,2022-09-21,417,0.29058752997601917
2022,2022-09-21,418,0.28989234449760765
2022,2022-09-21,419,0.28920047732696896
2022,2022-09-21,420,0.28851190476190475
2022,2022-09-21,421,0.28851190476190475
2022,2022-09-22,422,0.28782660332541565
2022,2022-09-22,423,0.28714454976303316
2022,2022-09-22,424,0.28646572104018914
2022,2022-09-23,425,0.28579009433962266
2022,2022-09-23,426,0.28511764705882353
2022,2022-09-23,427,0.28606572769953054
2022,2022-09-23,428,0.28539578454332554
2022,2022-09-24,429,0.2847289719626168
2022,2022-09-24,430,0.28406526806526805
2022,2022-09-24,431,0.28340465116279073
2022,2022-09-24,432,0.28274709976798146
2022,2022-09-25,433,0.2820925925925926
2022,2022-09-25,434,0.2814411085450347
2022,2022-09-25,435,0.2807926267281106
2022,2022-09-25,436,0.28014712643678163
2022,2022-09-25,437,0.2795045871559633
2022,2022-09-27,438,0.2808878718535469
2022,2022-09-27,439,0.2818196347031963
2022,2022-09-27,440,0.2811776765375854
2022,2022-09-28,441,0.28053863636363635
2022,2022-09-28,442,0.27990249433106573
2022,2022-09-28,443,0.27926923076923077
2022,2022-09-30,444,0.27863882618510155
2022,2022-09-30,445,0.2800022522522522
2022,2022-09-30,446,0.27937303370786515
2022,2022-09-30,447,0.2807286995515695
2022,2022-10-01,448,0.2801006711409396
2022,2022-10-01,449,0.2794754464285714
2022,2022-10-01,450,0.28166146993318486
2022,2022-10-01,451,0.28103555555555554
2022,2022-10-01,452,0.28041241685144125
2022,2022-10-01,453,0.28174778761061947
2022,2022-10-01,454,0.2811258278145695
2022,2022-10-02,455,0.28050660792951543
2022,2022-10-02,456,0.28266153846153846
2022,2022-10-02,457,0.28398026315789476
2022,2022-10-03,458,0.2852932166301969
2022,2022-10-03,459,0.28742358078602614
2022,2022-10-03,460,0.29131154684095856
2022,2022-10-03,461,0.29217608695652175
2022,2022-10-04,462,0.2915422993492408
2022,2022-10-04,463,0.29091125541125545
2022,2022-10-04,464,0.2902829373650108
2022,2022-10-04,465,0.28965732758620694
2022,2022-10-05,466,0.28903440860215057
2022,2022-10-07,467,0.28989270386266097
2022,2022-10-07,468,0.28927194860813704
2022,2022-10-07,469,0.29012606837606836
2022,2022-10-07,470,0.28950746268656713
2022,2022-10-08,471,0.2888914893617021
2022,2022-10-08,472,0.28974097664543524
2022,2022-10-08,473,0.28912711864406776
2022,2022-10-12,474,0.28851585623678644
2022,2022-10-12,475,0.28790717299578056
2022,2022-10-12,476,0.2873010526315789
2022,2022-10-14,477,0.2893466386554622
2022,2022-10-14,478,0.28874004192872116
2022,2022-10-14,479,0.2881359832635983
2022,2022-10-14,480,0.28753444676409184
2022,2022-10-15,481,0.2869354166666666
2022,2022-10-15,482,0.28817671517671517
2022,2022-10-15,483,0.2875788381742739
2022,2022-10-15,484,0.2869834368530021
2022,2022-10-18,485,0.2863904958677686
2022,2022-10-18,486,0.2858
2022,2022-10-18,487,0.2852119341563786
2022,2022-10-19,488,0.28462628336755647
2022,2022-10-21,489,0.2866270491803279
2022,2022-10-21,490,0.2886196319018405
2022,2022-10-21,491,0.28803061224489795
2022,2022-10-22,492,0.28744399185336045
2022,2022-10-22,493,0.2886565040650407
2022,2022-10-22,494,0.28807099391480734
2022,2022-10-22,495,0.28748785425101214
2022,2022-10-23,496,0.2869070707070707
2022,2022-10-23,497,0.2863286290322581
2022,2022-10-23,498,0.28828973843058353
2022,2022-10-23,499,0.28771084337349395
2022,2022-10-28,500,0.28713426853707413
2022,2022-10-28,501,0.28793799999999997
2022,2022-10-28,502,0.2873632734530938
2022,2022-10-28,503,0.28679083665338645
2022,2022-10-28,504,0.2875904572564612
2022,2022-10-29,505,0.28838690476190476
2022,2022-10-29,506,0.2878158415841584
2022,2022-11-01,507,0.28724703557312253
2022,2022-11-01,508,0.2866804733727811
2022,2022-11-01,509,0.2861161417322835
2022,2022-11-02,510,0.2855540275049116
2022,2022-11-02,511,0.28499411764705884
2022,2022-11-02,512,0.28443639921722114
2022,2022-11-03,513,0.283880859375
2022,2022-11-03,514,0.283327485380117
2022,2022-11-03,515,0.28277626459143973
2022,2022-11-03,516,0.2835650485436893
2022,2022-11-05,517,0.283015503875969
2023,2023-03-30,1,0.0
2023,2023-03-30,2,0.0
2023,2023-03-30,3,0.29433333333333334
2023,2023-03-30,4,0.22075
2023,2023-04-01,5,0.1766
2023,2023-04-01,6,0.3545
2023,2023-04-01,7,0.43
2023,2023-04-01,8,0.37625
2023,2023-04-02,9,0.4117777777777778
2023,2023-04-02,10,0.45890000000000003
2023,2023-04-02,11,0.4974545454545454
2023,2023-04-02,12,0.45599999999999996
2023,2023-04-03,13,0.4209230769230769
2023,2023-04-03,14,0.39085714285714285
2023,2023-04-03,15,0.36479999999999996
2023,2023-04-03,16,0.3971875
2023,2023-04-04,17,0.3738235294117647
2023,2023-04-04,18,0.35305555555555557
2023,2023-04-04,19,0.3809473684210526
2023,2023-04-04,20,0.4241
2023,2023-04-05,21,0.4631428571428571
2023,2023-04-05,22,0.44209090909090903
2023,2023-04-05,23,0.4612608695652174
2023,2023-04-05,24,0.44204166666666667
2023,2023-04-07,25,0.42436
2023,2023-04-07,26,0.4080384615384615
2023,2023-04-07,27,0.42562962962962964
2023,2023-04-07,28,0.4104285714285715
2023,2023-04-08,29,0.4267241379310345
2023,2023-04-08,30,0.4125
2023,2023-04-08,31,0.39919354838709675
2023,2023-04-08,32,0.4143125
2023,2023-04-09,33,0.4285151515151515
2023,2023-04-09,34,0.4418823529411765
2023,2023-04-09,35,0.4292571428571429
2023,2023-04-09,36,0.41733333333333333
2023,2023-04-10,37,0.4060540540540541
2023,2023-04-10,38,0.41860526315789476
2023,2023-04-10,39,0.40787179487179487
2023,2023-04-10,40,0.397675
2023,2023-04-10,41,0.4095121951219512
2023,2023-04-10,42,0.39976190476190476
2023,2023-04-11,43,0.39046511627906977
2023,2023-04-11,44,0.40165909090909097
2023,2023-04-11,45,0.4123555555555556
2023,2023-04-11,46,0.4033913043478261
2023,2023-04-12,47,0.4135957446808511
2023,2023-04-12,48,0.40497916666666667
2023,2023-04-12,49,0.4221020408163265
2023,2023-04-12,50,0.41365999999999997
2023,2023-04-12,51,0.4055490196078431
2023,2023-04-13,52,0.39775
2023,2023-04-13,53,0.3902452830188679
2023,2023-04-13,54,0.38301851851851854
2023,2023-04-13,55,0.3760545454545455
2023,2023-04-13,56,0.3851071428571428
2023,2023-04-14,57,0.37835087719298244
2023,2023-04-14,58,0.37182758620689654
2023,2023-04-14,59,0.3866101694915254
2023,2023-04-14,60,0.38016666666666665
2023,2023-04-14,61,0.3739344262295082
2023,2023-04-15,62,0.38796774193548383
2023,2023-04-15,63,0.38180952380952377
2023,2023-04-15,64,0.37584375
2023,2023-04-15,65,0.37006153846153844
2023,2023-04-16,66,0.3948181818181818
2023,2023-04-16,67,0.38892537313432834
2023,2023-04-16,68,0.3832058823529412
2023,2023-04-16,69,0.37765217391304345
2023,2023-04-16,70,0.37225714285714284
2023,2023-04-16,71,0.3794507042253521
2023,2023-04-16,72,0.3864444444444444
2023,2023-04-18,73,0.39324657534246577
2023,2023-04-18,74,0.3879324324324324
2023,2023-04-18,75,0.38276
2023,2023-04-18,76,0.3893421052631579
2023,2023-04-18,77,0.3842857142857143
2023,2023-04-18,78,0.37935897435897437
2023,2023-04-18,79,0.37455696202531646
2023,2023-04-18,80,0.369875
2023,2023-04-18,81,0.36530864197530866
2023,2023-04-19,82,0.36085365853658535
2023,2023-04-19,83,0.35650602409638554
2023,2023-04-19,84,0.36707142857142855
2023,2023-04-19,85,0.3731411764705882
2023,2023-04-19,86,0.3688023255813953
2023,2023-04-20,87,0.3645632183908046
2023,2023-04-20,88,0.3704545454545455
2023,2023-04-20,89,0.36629213483146067
2023,2023-04-20,90,0.3622222222222222
2023,2023-04-20,91,0.3658901098901099
2023,2023-04-21,92,0.36191304347826087
2023,2023-04-21,93,0.3580215053763441
2023,2023-04-21,94,0.35421276595744683
2023,2023-04-21,95,0.3504842105263158
2023,2023-04-21,96,0.3540833333333333
2023,2023-04-23,97,0.3504329896907216
2023,2023-04-23,98,0.3468571428571428
2023,2023-04-23,99,0.3433535353535353
2023,2023-04-23,100,0.35996
2023,2023-04-25,101,0.35639603960396044
2023,2023-04-25,102,0.3597254901960784
2023,2023-04-25,103,0.3562330097087379
2023,2023-04-25,104,0.36129807692307697
2023,2023-04-25,105,0.3578571428571429
2023,2023-04-26,106,0.3610471698113208
2023,2023-04-26,107,0.3659252336448598
2023,2023-04-26,108,0.37071296296296297
2023,2023-04-26,109,0.3673119266055046
2023,2023-04-26,110,0.3639727272727273
2023,2023-04-27,111,0.3606936936936937
2023,2023-04-27,112,0.35747321428571427
2023,2023-04-27,113,0.35430973451327435
2023,2023-04-27,114,0.3589473684210526
2023,2023-04-28,115,0.35582608695652174
2023,2023-04-28,116,0.3603706896551724
2023,2023-04-28,117,0.3572905982905983
2023,2023-04-28,118,0.3542627118644068
2023,2023-04-29,119,0.35128571428571426
2023,2023-04-29,120,0.3483583333333333
2023,2023-04-29,121,0.34547933884297516
2023,2023-04-29,122,0.34264754098360656
2023,2023-04-29,123,0.33986178861788613
2023,2023-04-30,124,0.33712096774193545
2023,2023-04-30,125,0.334424
2023,2023-04-30,126,0.33176984126984127
2023,2023-04-30,127,0.3361102362204724
2023,2023-04-30,128,0.333484375
2023,2023-05-01,129,0.33089922480620154
2023,2023-05-01,130,0.33514615384615387
2023,2023-05-01,131,0.3379007633587786
2023,2023-05-01,132,0.3353409090909091
2023,2023-05-01,133,0.33281954887218046
2023,2023-05-02,134,0.3303358208955224
2023,2023-05-02,135,0.3278888888888889
2023,2023-05-02,136,0.3254779411764706
2023,2023-05-02,137,0.3231021897810219
2023,2023-05-03,138,0.3207608695652174
2023,2023-05-03,139,0.3184532374100719
2023,2023-05-03,140,0.3161785714285714
2023,2023-05-03,141,0.313936170212766
2023,2023-05-03,142,0.31794366197183094
2023,2023-05-05,143,0.3157202797202797
2023,2023-05-06,144,0.31856944444444446
2023,2023-05-06,145,0.3163724137931035
2023,2023-05-06,146,0.3142054794520548
2023,2023-05-06,147,0.3120680272108844
2023,2023-05-07,148,0.30995945945945946
2023,2023-05-07,149,0.3138053691275168
2023,2023-05-07,150,0.31171333333333334
2023,2023-05-07,151,0.30964900662251654
2023,2023-05-09,152,0.3121907894736842
2023,2023-05-09,153,0.31015032679738563
2023,2023-05-09,154,0.30813636363636365
2023,2023-05-09,155,0.3061483870967742
2023,2023-05-09,156,0.30418589743589747
2023,2023-05-10,157,0.3022484076433121
